Article Name,Article number (MGB),Var,Subsys,Locations,MMS Stock,MMS Stock (1 piece),WMS Stock,WMS Stock (1 piece),Pick qty,Pick qty (1 piece),Difference,Difference (1 piece)
ROCAMADOUR AOP LC 35G MDF,829690,1,236205,"MEAT_SPECIAL_HANDLING-26-19-A3-5,IN-1",4,48,5,60,0,0,-1,-12
CH VIGNOL RSE BD*75CL AOP,807365,1,215833,"MEAT_SPECIAL_HANDLING-8-24-A4-2,MEAT_SPECIAL_HANDLING-8-3-A4-2",2,12,4,24,0,0,-2,-12
ALLUMEUR ELECT RECHARG FLEX,896786,1,309177,"MEAT_SPECIAL_HANDLING-4-23-B1-1,MEAT_SPECIAL_HANDLING-5-18-A1-1",12,12,24,24,0,0,-12,-12
ARO SEL FIN SAC 1KG,835217,1,242235,"MEAT_SPECIAL_HANDLING-9-12-C1-1,MEAT_SPECIAL_HANDLING-11-23-A4-1",51,612,52,624,0,0,-1,-12
50 BTE SALADE CARTON NR 1300ML,867048,1,275951,"MEAT_SPECIAL_HANDLING-12-14-A4-5,MEAT_SPECIAL_HANDLING-12-14-B1-2,MEAT_SPECIAL_HANDLING-12-14-C1-3",20,20,32,32,0,0,-12,-12
ORANGINA 50CL PET,396951,1,278669,"MEAT_SPECIAL_HANDLING-1-31-C1-1,MEAT_SPECIAL_HANDLING-3-11-B1-2,MEAT_SPECIAL_HANDLING-12-25-B1-1,MEAT_SPECIAL_HANDLING-12-25-C1-1,MEAT_SPECIAL_HANDLING-4-2-C1-2,MEAT_SPECIAL_HANDLING-3-31-A1-1,MEAT_SPECIAL_HANDLING-1-25-C1-1,MEAT_SPECIAL_HANDLING-4-14-B1-1,MEAT_SPECIAL_HANDLING-2-30-B1-1,MEAT_SPECIAL_HANDLING-12-25-C1-2,MEAT_SPECIAL_HANDLING-12-21-C1-3,MEAT_SPECIAL_HANDLING-3-3-B1-2,INSPECTION-3,MEAT_SPECIAL_HANDLING-3-14-A1-2",1229,14748,1230,14760,0,0,-1,-12
COLONA MAYO SQ GM 830G,839890,1,247317,"MEAT_SPECIAL_HANDLING-7-29-A1-1,MEAT_SPECIAL_HANDLING-7-27-A3-2",49,49,61,61,0,0,-12,-12
LIPTON ICE TEA PECHE 50CL,396836,1,205291,"MEAT_SPECIAL_HANDLING-4-18-A1-2,IN-1",175,2100,176,2112,0,0,-1,-12
ROCHAMBEAU ANANAS MORC.3/4,807420,1,213116,MEAT_SPECIAL_HANDLING-6-9-A4-1,16,96,18,108,0,0,-2,-12
EVIAN 1L PET,396775,1,203200,"MEAT_SPECIAL_HANDLING-4-6-A1-5,IN-1,MEAT_SPECIAL_HANDLING-4-6-B1-3,MEAT_SPECIAL_HANDLING-4-6-A2-6",104,624,106,636,0,0,-2,-12
SAUCE CARAMEL   1KG SWEETIES,682347,1,100177,MEAT_SPECIAL_HANDLING-8-4-A2-5,22,22,34,34,0,0,-12,-12
MPRO 50 BOL SALADE KRAFT 750ML,895588,1,307632,MEAT_SPECIAL_HANDLING-12-9-B1-1,24,24,36,36,0,0,-12,-12
LIQ APERITIVO MB 15D 70CL,894708,1,306765,"MEAT_SPECIAL_HANDLING-9-17-A4-3,MEAT_SPECIAL_HANDLING-9-35-A1-5",12,12,24,24,0,0,-12,-12
RIOBA PUR JUS MULTI TO 25CL,805904,1,211726,"INSPECTION-3,MEAT_SPECIAL_HANDLING-4-3-A4-3",13,156,14,168,0,0,-1,-12
CHARITEA THE VERT BIO* 33CL VP,868175,1,277376,MEAT_SPECIAL_HANDLING-5-23-A1-5,8,96,9,108,0,0,-1,-12
50 BOL SALADE CARTON NR 750ML,867024,1,275927,"MEAT_SPECIAL_HANDLING-12-7-C1-3,MEAT_SPECIAL_HANDLING-12-9-A1-1",13,13,25,25,0,0,-12,-12
"ROCHAMBEAU LIMONADE PET 1,5L",396779,1,203204,"IN-1,MEAT_SPECIAL_HANDLING-4-12-C1-2,MEAT_SPECIAL_HANDLING-3-26-B1-1,INSPECTION-1,MEAT_SPECIAL_HANDLING-3-23-A1-3,UNLOADING-1",202,1212,204,1224,0,0,-2,-12
FANTA ORANGE PET 50CL,396685,1,203150,"MEAT_SPECIAL_HANDLING-3-16-A1-3,MEAT_SPECIAL_HANDLING-4-24-A1-1,MEAT_SPECIAL_HANDLING-3-16-B1-2",93,1116,94,1128,0,0,-1,-12
METRO CHEF TOPPING CARAMEL 1KG,176473,1,179470,MEAT_SPECIAL_HANDLING-10-26-A1-3,20,20,32,32,0,0,-12,-12
RIOBA NECTAR POIRE 25CL VP,894322,1,306284,MEAT_SPECIAL_HANDLING-2-20-A1-2,3,36,4,48,0,0,-1,-12
MC ARTICH QUART BOCAL 1700ML,860535,1,268303,MEAT_SPECIAL_HANDLING-11-12-A3-1,26,26,38,38,0,0,-12,-12
CHEDDAR FONDU 84 TR 1.033KG MC,829925,1,236384,"MEAT_SPECIAL_HANDLING-25-14-A1-3,MEAT_SPECIAL_HANDLING-23-8-B1-1,MEAT_SPECIAL_HANDLING-21-1-B1-2",1279,1279,1291,1291,0,0,-12,-12
ST CHINIAN BLC MIL EXCEL STL75,807225,1,212988,MEAT_SPECIAL_HANDLING-9-23-A3-4,0,0,2,12,0,0,-2,-12
MONSTER MANGO LOCO BOITE 50CL,839025,1,246144,"MEAT_SPECIAL_HANDLING-4-7-A4-4,MEAT_SPECIAL_HANDLING-5-31-A4-3",18,216,19,228,0,0,-1,-12
BARDE PORC 2/3 KG S/AT UE,166789,1,null,null,-11.19,-11.19,0,0,0,0,-11.19,-11.19
MINI CARAMBAR FRUITS 1KG,258058,1,61060,MEAT_SPECIAL_HANDLING-10-33-A3-5,20,20,31,31,0,0,-11,-11
HARICOT MUNGO BIO*SOJA 1KG FR,853848,1,261101,"MEAT_SPECIAL_HANDLING-26-20-A3-4,IN-1",13,13,24,24,0,0,-11,-11
COMTE AOP 12M 800GENV MDF,674267,1,13802,"MEAT_SPECIAL_HANDLING-26-1-A1-6,MEAT_SPECIAL_HANDLING-26-13-A2-3",36.73,36.73,47.45,47.45,0,0,-10.720000000000006,-10.720000000000006
50 POT A SOUPE KRAFT 48CL,866070,1,275095,"MEAT_SPECIAL_HANDLING-12-13-A1-4,MEAT_SPECIAL_HANDLING-12-13-A1-3",20,20,30,30,0,0,-10,-10
NOIX ST JAC SC FR 15/25 1KG,891805,1,303498,DEEP_FROZEN-43-7-A2-1,10,10,20,20,0,0,-10,-10
MPRO 500 PAILLE BLANC D6 20CM,888243,1,299124,"MEAT_SPECIAL_HANDLING-4-23-C1-2,MEAT_SPECIAL_HANDLING-6-1-C1-2",159,159,169,169,0,0,-10,-10
RH STJAMES IMPER BLC 40D 70CL,387267,1,193329,"MEAT_SPECIAL_HANDLING-9-29-A3-3,MEAT_SPECIAL_HANDLING-8-13-A3-1",109,109,119,119,0,0,-10,-10
50 POT A SOUPE KRAFT 36CL,866153,1,275189,"MEAT_SPECIAL_HANDLING-12-11-A1-4,MEAT_SPECIAL_HANDLING-12-13-A1-2",17,17,27,27,0,0,-10,-10
GLACE ARTISANALE MANGUE 2.5L,142871,1,143517,DEEP_FROZEN-43-4-A1-7,6,6,16,16,0,0,-10,-10
THE VERT PUR 50SC TWININGS,394325,1,199943,MEAT_SPECIAL_HANDLING-10-9-A2-3,0,0,10,10,0,0,-10,-10
MPRO 500 BROCH BAMB GOLF 9 CM,893718,1,305627,"MEAT_SPECIAL_HANDLING-5-28-A1-5,MEAT_SPECIAL_HANDLING-5-33-A1-1",101,101,111,111,0,0,-10,-10
GLACE ARTISANALE FRAISE 2.5L,142857,1,143504,"DEEP_FROZEN-43-15-A1-4,DEEP_FROZEN-43-3-A2-5",2,2,12,12,0,0,-10,-10
"MOZZA FIOR LATE 2,5KG CANTADOR",893025,1,304884,"MEAT_SPECIAL_HANDLING-23-12-A1-2,IN-1",37,37,47,47,0,0,-10,-10
SMARTIES 500G,888274,1,299163,MEAT_SPECIAL_HANDLING-10-20-A1-4,46,46,56,56,0,0,-10,-10
PALERON VBF S/P,383531,1,188479,"MEAT_SPECIAL_HANDLING-22-10-A1-3,MEAT_SPECIAL_HANDLING-26-16-B1-2",44.52,44.52,54.46,54.46,0,0,-9.939999999999998,-9.939999999999998
METRO CHEF BOUDOIRS 1.6KG,679360,1,68512,"MEAT_SPECIAL_HANDLING-8-4-A2-3,MEAT_SPECIAL_HANDLING-8-4-B1-2",13,13,22,22,0,0,-9,-9
COUTEAUX X1X3PCS P/ANE MSC.ENSIS LEEI.,17318,1,17318,"IN-5,CROSS_DOCKING-MEAT_SPECIAL_HANDLING-1",12,12,12,12,9,9,-9,-9
POITRINE FUMEE TRANCHE 800G MC,148647,1,149440,"MEAT_SPECIAL_HANDLING-22-7-A1-3,MEAT_SPECIAL_HANDLING-24-2-B1-1,MEAT_SPECIAL_HANDLING-20-9-B1-4,MEAT_SPECIAL_HANDLING-22-13-B1-1,MEAT_SPECIAL_HANDLING-24-2-B1-2",1248,1248,1257,1257,0,0,-9,-9
BASSE COTE 4F VBF S/P,383541,1,188488,MEAT_SPECIAL_HANDLING-24-6-A1-1,84.34,84.34,93.2,93.2,0,0,-8.86,-8.86
HT CUISS PLT JNE*20 SV LNA FR,891652,1,303269,"MEAT_SPECIAL_HANDLING-25-6-A1-3,INSPECTION-1",35.46,35.46,43.65,43.65,0,0,-8.189999999999998,-8.189999999999998
1/2 POIVRON DELPIQUILLO GUREA,233672,1,36674,"MEAT_SPECIAL_HANDLING-10-31-B1-1,MEAT_SPECIAL_HANDLING-10-31-A4-1",284,284,292,292,0,0,-8,-8
10 MINI BRIOCH BURGER 200G,836969,1,243698,"MEAT_SPECIAL_HANDLING-23-20-A1-2,MEAT_SPECIAL_HANDLING-26-2-A3-4",104,104,112,112,0,0,-8,-8
FILET PLT BLC HAL 5KG UE SAT,636903,1,72288,UNLOADING-1,-4,-4,2,2,2,2,-8,-8
EMMENTAL FR RAPE 1KG RIPPOZ,844393,1,252068,"UNLOADING-1,MEAT_SPECIAL_HANDLING-20-1-A1-2",176,176,184,184,0,0,-8,-8
1000 SACHET FRITE KRAFT 12X12,856378,1,263732,"MEAT_SPECIAL_HANDLING-6-14-A2-5,MEAT_SPECIAL_HANDLING-6-6-B1-1",20,20,28,28,0,0,-8,-8
CUISSE PLT JNE HAL A/D 10KG FR,854239,1,261500,MEAT_SPECIAL_HANDLING-23-2-A1-1,21,21,24,24,5,5,-8,-8
HARIB MAXI     TAGADA TUBO210,325703,1,1719,"MEAT_SPECIAL_HANDLING-9-4-A1-1,MEAT_SPECIAL_HANDLING-11-27-A2-2",15,15,23,23,0,0,-8,-8
AIL PELE 1 KG (12) METRO CHEF,895070,1,307186,"MEAT_SPECIAL_HANDLING-26-17-A3-4,MEAT_SPECIAL_HANDLING-23-11-A1-2",42,42,50,50,0,0,-8,-8
1/2 POITRINE VX S/O SV EAF MC,216535,1,16537,UNLOADING-1,18.9,18.9,26.75,26.75,0,0,-7.850000000000001,-7.850000000000001
JB CUIT SUP DD ENT 8KG ENV MC,829654,1,235105,"MEAT_SPECIAL_HANDLING-26-17-A1-3,MEAT_SPECIAL_HANDLING-23-13-A1-2",67.51,67.51,75.16,75.16,0,0,-7.6499999999999915,-7.6499999999999915
PORTO ROUGE TAWNY 19D 75CL,318767,1,41487,MEAT_SPECIAL_HANDLING-9-13-A4-2,31,31,38,38,0,0,-7,-7
HEINZ DOS MAYONNAISE 10MLX200,163051,1,164084,"MEAT_SPECIAL_HANDLING-11-3-B1-1,MEAT_SPECIAL_HANDLING-11-3-A3-2,MEAT_SPECIAL_HANDLING-11-25-B1-2",23,23,30,30,0,0,-7,-7
CHOU BLC PC6 C1 FRFRANCE,11323,1,11323,"IN-1,MEAT_SPECIAL_HANDLING-31-4-A1-2",68,68,75,75,0,0,-7,-7
MASCARPONE 2KG STERILGARDA,152952,1,154176,MEAT_SPECIAL_HANDLING-26-14-A1-4,17,17,24,24,0,0,-7,-7
CAMEMBERT 250GX3 CDL,254032,1,57034,"MEAT_SPECIAL_HANDLING-25-12-A2-6,UNLOADING-1",23,23,30,30,0,0,-7,-7
ROTI ECHINE SOS PORC IGPSO SV,154790,1,null,null,-6.95,-6.95,0,0,0,0,-6.95,-6.95
CABILLAUD VDK 2/4 X10KG P/ANE MSC.GADUS MORHUA,35045,1,35045,FISH-54-3-A1-1,0.18,0.18,6.83,6.83,0,0,-6.65,-6.65
NOIX JOUE BOEUF S/V UE,218431,1,null,null,-6.58,-6.58,0,0,0,0,-6.58,-6.58
FLT MAQUEREAU 30+ 2X2KG S/AT P/ANE.SCOMBER SCOMBRUS,707173,1,707173,"IN-5,CROSS_DOCKING-MEAT_SPECIAL_HANDLING-1",12.4,12.4,12.4,12.4,6.16,6.16,-6.160000000000002,-6.160000000000002
OS A MOELLE A GRATINER X3,144937,1,145405,"DEEP_FROZEN-43-7-A2-9,DEEP_FROZEN-43-14-A3-3",4.63,4.63,10.76,10.76,0,0,-6.13,-6.13
MAGRET CND CART*8  VIVIES UE,636895,1,72231,"DEEP_FROZEN-41-1-A1-2,DEEP_FROZEN-43-13-A2-7,DEEP_FROZEN-43-9-A3-2",56.75,56.75,62.85,62.85,0,0,-6.100000000000001,-6.100000000000001
OEUF LIQ ENTIER BD 2KG MC,837997,1,244850,"MEAT_SPECIAL_HANDLING-21-10-B1-1,MEAT_SPECIAL_HANDLING-22-4-A1-2",96,96,102,102,0,0,-6,-6
SMIRNOFF ICE 4D 70CL,387160,1,193214,MEAT_SPECIAL_HANDLING-8-22-A3-1,0,0,1,6,0,0,-1,-6
CH BESSERAT G. TRAD  75CL,808336,1,214110,MEAT_SPECIAL_HANDLING-9-3-A4-5,0,0,1,6,0,0,-1,-6
LIMONCEL CELLINI 30D 70CL,387520,1,192557,MEAT_SPECIAL_HANDLING-8-9-A1-5,-1,-1,5,5,0,0,-6,-6
RIOBA NECTAR CRANBERRY VP 1L,396302,1,202649,"MEAT_SPECIAL_HANDLING-2-17-A1-2,IN-1",40,240,41,246,0,0,-1,-6
RIOBA NECTAR ABRICOT VP 1L,853911,1,261161,"IN-1,MEAT_SPECIAL_HANDLING-5-25-A1-4",7,42,8,48,0,0,-1,-6
VODKA ABSOLUT BLUE 40D 70CL,387288,1,193369,"MEAT_SPECIAL_HANDLING-8-5-A2-1,MEAT_SPECIAL_HANDLING-8-7-C1-3",110,110,116,116,0,0,-6,-6
ROCH. COEUR PALM.1/2,835222,1,242240,"MEAT_SPECIAL_HANDLING-11-6-A3-4,MEAT_SPECIAL_HANDLING-10-35-A1-1",7,42,8,48,0,0,-1,-6
CTX VAR RSE AOC REFLET 75C MIL,394969,1,255047,MEAT_SPECIAL_HANDLING-8-19-A3-2,0,0,1,6,0,0,-1,-6
SIROP RIOBA PASSION 1L,323048,1,60873,MEAT_SPECIAL_HANDLING-4-3-A3-2,21,21,27,27,0,0,-6,-6
COGNAC VS DELAITRE 40D 70CL,215072,1,15074,MEAT_SPECIAL_HANDLING-9-15-A1-2,16,16,22,22,0,0,-6,-6
CACAHUETE GAS SEAU 3KG MC,176889,1,179898,"MEAT_SPECIAL_HANDLING-10-6-A2-5,MEAT_SPECIAL_HANDLING-10-6-B1-2",16,16,22,22,0,0,-6,-6
CREME UHT 35% 1L MC BK AP,839276,1,246736,"MEAT_SPECIAL_HANDLING-23-4-A1-3,MEAT_SPECIAL_HANDLING-24-17-B1-1,MEAT_SPECIAL_HANDLING-22-18-A1-2",263,1578,264,1584,0,0,-1,-6
JUS CITRON 5L VERT SIRACUSE,394444,1,200236,MEAT_SPECIAL_HANDLING-6-5-A1-1,0,0,6,6,0,0,-6,-6
*SUCRE CRISTAL N2 BS SAC 25KG,840759,1,247776,MEAT_SPECIAL_HANDLING-8-36-A1-2,15,15,21,21,0,0,-6,-6
MENETOU BLC MIL 75CL ERMIT,633480,1,232517,MEAT_SPECIAL_HANDLING-8-33-A3-4,0,0,1,6,0,0,-1,-6
IGP OC RSE PUECH ARGALI 75CL,836616,1,243291,MEAT_SPECIAL_HANDLING-8-25-A2-3,0,0,1,6,0,0,-1,-6
PAIN MUESLI LALOS 280GX26,891552,1,303143,DEEP_FROZEN-43-6-A2-6,-5,-5,1,1,0,0,-6,-6
HOUMOUS 500G  METRO CHEF,653336,1,90375,MEAT_SPECIAL_HANDLING-26-13-A2-5,33,33,39,39,0,0,-6,-6
ARO CONCENTRE TOMA 4/4,835168,1,242186,MEAT_SPECIAL_HANDLING-12-6-A4-3,7,42,8,48,0,0,-1,-6
MC SAUCE CURRY TUBE 870G,825534,1,232124,MEAT_SPECIAL_HANDLING-9-36-A2-1,11,11,17,17,0,0,-6,-6
MOUSSE CHOCOLAT PEPITE 920G MC,823812,1,230289,MEAT_SPECIAL_HANDLING-10-20-A4-3,6,6,12,12,0,0,-6,-6
MPRO 50 BOL SALADE KRAFT 500ML,895594,1,307634,"MEAT_SPECIAL_HANDLING-12-8-A4-1,MEAT_SPECIAL_HANDLING-12-8-C1-1",19,19,25,25,0,0,-6,-6
LARDONS FUMES ETUVE 1KG S/AT,167380,1,169257,"MEAT_SPECIAL_HANDLING-20-1-A1-3,MEAT_SPECIAL_HANDLING-26-12-B1-4",119,119,125,125,0,0,-6,-6
C.ROTIE BR/BL GUIGAL 75CL MIL,326104,1,298084,MEAT_SPECIAL_HANDLING-8-33-A3-1,0,0,1,6,0,0,-1,-6
RIOBA PJ ANANAS PET 1L,871538,1,280386,"MEAT_SPECIAL_HANDLING-4-6-B1-1,MEAT_SPECIAL_HANDLING-4-4-A3-2",27,162,28,168,0,0,-1,-6
VUE BLANC 100CL 11D,855483,1,262845,MEAT_SPECIAL_HANDLING-8-25-A3-1,3,18,4,24,0,0,-1,-6
PROSECCO PERLINO EXT DRY 75CL,832569,1,238883,"MEAT_SPECIAL_HANDLING-8-27-B1-2,MEAT_SPECIAL_HANDLING-8-33-A1-3,MEAT_SPECIAL_HANDLING-8-31-A3-5",19,114,20,120,0,0,-1,-6
FANTA ORANGE 1.25L PET,887411,1,298454,MEAT_SPECIAL_HANDLING-3-25-A1-2,27,162,28,168,0,0,-1,-6
ARIZONA THE VERT/GREN 50CL PET,839354,1,246805,MEAT_SPECIAL_HANDLING-4-4-A3-5,6,36,7,42,0,0,-1,-6
SIROP RIOBA FRAISE 1L VP,888889,1,299887,MEAT_SPECIAL_HANDLING-1-18-A1-3,45,45,51,51,0,0,-6,-6
CREME UHT 12% MG 1L INNOVA,887506,1,null,null,-1,-6,0,0,0,0,-1,-6
ROCH HARICOTS RGES 4/4,835398,1,241560,MEAT_SPECIAL_HANDLING-9-28-A1-1,4,24,5,30,0,0,-1,-6
ROCH POIS XF 4/4,835004,1,242022,"MEAT_SPECIAL_HANDLING-10-34-A3-2,MEAT_SPECIAL_HANDLING-10-31-B1-3",19,114,20,120,0,0,-1,-6
PORTO ROUGE DON PABLO 19D 75CL,810219,1,299428,MEAT_SPECIAL_HANDLING-8-19-A2-5,0,0,1,6,0,0,-1,-6
MONTAGNY 1C MONT BUXY 75CL,810498,1,216739,MEAT_SPECIAL_HANDLING-9-29-A2-5,0,0,1,6,0,0,-1,-6
MOSCATO ASTI CASARITO BLC 75CL,392719,1,246566,MEAT_SPECIAL_HANDLING-9-11-A2-1,0,0,1,6,0,0,-1,-6
CHARDONNAY IGP LOIR 75CL,815225,1,222334,MEAT_SPECIAL_HANDLING-8-22-A1-5,6,36,7,42,0,0,-1,-6
CAFE GRAIN DE COLOMBIE 1KG,869367,1,278638,MEAT_SPECIAL_HANDLING-11-25-A1-4,0,0,6,6,0,0,-6,-6
ST MICHEL GALETTE CHOCO X 200,648207,1,18850,MEAT_SPECIAL_HANDLING-10-17-A4-2,3,3,9,9,0,0,-6,-6
BERGERA BLC MIL MONDESIR 75C,814793,1,221920,MEAT_SPECIAL_HANDLING-9-29-A2-2,11,66,12,72,0,0,-1,-6
KNORR SAUCE TERIYAKI 1L,893161,1,305025,MEAT_SPECIAL_HANDLING-10-11-A3-5,0,0,6,6,0,0,-6,-6
BOUTEILLE OPTIMA ACQUA 0.75L,387042,1,194755,MEAT_SPECIAL_HANDLING-12-32-A1-2,0,0,1,6,0,0,-1,-6
CABRETTE 750G RIANS,856195,1,263486,MEAT_SPECIAL_HANDLING-26-15-A2-8,2,2,8,8,0,0,-6,-6
EARL GREY BIO* 25SC KUSMI,813710,1,220157,MEAT_SPECIAL_HANDLING-12-5-A2-5,10,10,16,16,0,0,-6,-6
CTX LAYON MIL BIO*TOMAZ 75CL,837425,1,244208,MEAT_SPECIAL_HANDLING-8-33-A4-1,0,0,1,6,0,0,-1,-6
SURFIZZ FRUITS GAINE 2KG,383391,1,188340,MEAT_SPECIAL_HANDLING-11-11-A2-5,7,7,13,13,0,0,-6,-6
ROCH FLAGEOLET EF BTE 4/4,835212,1,242230,MEAT_SPECIAL_HANDLING-11-2-A2-4,0,0,1,6,0,0,-1,-6
BUCHETTE CHEVRE 180G MC,892770,1,304610,"MEAT_SPECIAL_HANDLING-23-17-B1-1,MEAT_SPECIAL_HANDLING-20-17-A1-3",127,762,128,768,0,0,-1,-6
MAIGRE 4/5LR MCFX10 EL/FR.ARGYROSOMUS REGIUS,709779,1,709779,FISH-55-4-A1-1,-1.25,-1.25,4.49,4.49,0,0,-5.74,-5.74
BROCH DND POIV 120/140GX18 HAL,819828,1,null,null,-5.67,-5.67,0,0,0,0,-5.67,-5.67
GINGEMBRE 5K  A PESER  CNCHINE,31959,1,31959,MEAT_SPECIAL_HANDLING-30-9-A1-2,35.65,35.65,40.66,40.66,0,0,-5.009999999999998,-5.009999999999998
GNOCCHI FARCIS TRUFFE 1KG,900852,1,300276,MEAT_SPECIAL_HANDLING-26-5-A2-9,0,0,5,5,0,0,-5,-5
YAOURT GREC 5KG KOLIOS,180843,1,184293,MEAT_SPECIAL_HANDLING-26-21-A1-2,9,9,14,14,0,0,-5,-5
NOIX DE CAJOU 1KG METRO CHEF,649762,1,49688,MEAT_SPECIAL_HANDLING-9-26-A2-5,12,12,17,17,0,0,-5,-5
ROMARIN BOTTE MC 30GR X5,703801,1,703801,"MEAT_SPECIAL_HANDLING-33-12-A2-1,IN-1",13,65,14,70,0,0,-1,-5
VINAIGRE VIN 6PC 75 CL,835084,1,290646,"MEAT_SPECIAL_HANDLING-10-32-B1-2,MEAT_SPECIAL_HANDLING-9-8-A2-5",402,402,407,407,0,0,-5,-5
ANETH  BOTTE  MC  30G X 5,31200,1,31200,"IN-1,MEAT_SPECIAL_HANDLING-33-12-A3-5",7,35,8,40,0,0,-1,-5
METRO CHEF TOPPING CHOCOLAT1KG,176478,1,179475,MEAT_SPECIAL_HANDLING-11-19-A4-3,2,2,7,7,0,0,-5,-5
CREVETTES TORPEDO MC 1KG,855905,1,263221,"DEEP_FROZEN-43-15-A2-4,DEEP_FROZEN-43-7-A1-4",27,27,32,32,0,0,-5,-5
MPRO DECAP FOUR 5L,685415,1,7533,MEAT_SPECIAL_HANDLING-5-14-A1-1,3,3,8,8,0,0,-5,-5
FRAISE 1KG METRO CHEF,244287,1,47289,DEEP_FROZEN-40-2-A1-1,16,16,21,21,0,0,-5,-5
FRUIT PASSION 2K COLIS COCOLOMBIE,93652,1,93652,MEAT_SPECIAL_HANDLING-32-9-A1-3,-1,-1,4,4,0,0,-5,-5
CAFE GRAIN IATLIEN 1KG,869369,1,278640,MEAT_SPECIAL_HANDLING-11-23-A1-4,10,10,15,15,0,0,-5,-5
"MOZZA RAPE SAC 2,5KG ARO",340259,1,278485,"MEAT_SPECIAL_HANDLING-23-13-A1-3,MEAT_SPECIAL_HANDLING-20-19-B1-2",32,32,37,37,0,0,-5,-5
CREVETTE TROP 40/60 900G MC,205334,1,5336,MEAT_SPECIAL_HANDLING-25-11-A3-5,12,12,17,17,0,0,-5,-5
CHEVRE BUCHE 450G SOIGN,239899,1,42901,"MEAT_SPECIAL_HANDLING-26-11-A3-2,MEAT_SPECIAL_HANDLING-20-19-B1-1",15,15,20,20,0,0,-5,-5
50 SAC PAP POI KRAFT 25X17X25,394311,1,199932,"MEAT_SPECIAL_HANDLING-6-23-C1-2,MEAT_SPECIAL_HANDLING-6-24-A1-2",68,68,73,73,0,0,-5,-5
MC MOUT.ANCIENNE  SEAU 1KG,834938,1,241956,MEAT_SPECIAL_HANDLING-10-24-A3-5,0,0,5,5,0,0,-5,-5
BAR 3/400 2X2KG S/G EL/GR.DICENTRARCHUS LABR.,707181,1,707181,IN-5,-0.69,-0.69,4.3,4.3,0,0,-4.99,-4.99
SAUMON FUME NORV 0.9/1.2KG MC,829653,1,236170,"MEAT_SPECIAL_HANDLING-26-12-A3-5,MEAT_SPECIAL_HANDLING-23-21-B1-1,MEAT_SPECIAL_HANDLING-26-12-A1-7",128.2,128.2,133.14,133.14,0,0,-4.939999999999998,-4.939999999999998
"1/2 JB SPECK 2,5KG ENV 3M",157070,1,158104,"MEAT_SPECIAL_HANDLING-24-16-A1-6,UNLOADING-1",20.98,20.98,25.91,25.91,0,0,-4.93,-4.93
COEUR RTK CHARO PAD ECLATE MC,210447,1,10449,"MEAT_SPECIAL_HANDLING-25-10-A1-6,MEAT_SPECIAL_HANDLING-26-2-A1-4",40.14,40.14,45.01,45.01,0,0,-4.869999999999997,-4.869999999999997
FLT LINGUE 3/1.0 X2 P/ANE.MOLVA DYPTERYGIA,36009,1,36009,UNLOADING-1,3.4,3.4,4,4,4,4,-4.6,-4.6
COEUR TT 5KG+ VBF PAD,383420,1,188369,"MEAT_SPECIAL_HANDLING-26-22-A1-1,UNLOADING-1",50.99,50.99,55.56,55.56,0,0,-4.57,-4.57
COEUR CND 1.5 KG ENV IGP MC,897010,1,309394,"IN-1,MEAT_SPECIAL_HANDLING-25-9-A3-2",27.18,27.18,31.7,31.7,0,0,-4.52,-4.52
PIGEONNEAU ROY SANG NU 500/550,819992,1,226865,UNLOADING-1,-2.37,-2.37,2.09,2.09,0,0,-4.46,-4.46
CARRE 13 COTE AGN S/V NZ,236407,1,39409,MEAT_SPECIAL_HANDLING-22-21-A1-1,57.81,57.81,62.22,62.22,0,0,-4.409999999999997,-4.409999999999997
AIGUIL PLT J STD 2KENV SAT FR,172261,1,175213,"MEAT_SPECIAL_HANDLING-26-12-A2-6,UNLOADING-1",6.1,6.1,10.24,10.24,0,0,-4.140000000000001,-4.140000000000001
EFFILOCHE CONFIT CANAR 800G MC,163551,1,164573,"UNLOADING-1,MEAT_SPECIAL_HANDLING-22-11-A1-4",16,16,20,20,0,0,-4,-4
CANARD GEL WC MARIN 750ML,886522,1,297426,MEAT_SPECIAL_HANDLING-7-33-A1-3,56,56,60,60,0,0,-4,-4
SPICY PLT PANE 1KG S_AT HALAL,162177,1,163224,MEAT_SPECIAL_HANDLING-24-12-A1-1,16,16,20,20,0,0,-4,-4
MC PENNE RIGATE 5KG,158442,1,159630,"MEAT_SPECIAL_HANDLING-7-11-A1-2,MEAT_SPECIAL_HANDLING-7-11-B1-2,MEAT_SPECIAL_HANDLING-8-16-C1-1",96,96,100,100,0,0,-4,-4
SAL JP EXQUIS MC 1K UEUE,762767,1,762767,"IN-1,MEAT_SPECIAL_HANDLING-30-6-A1-2",6,6,10,10,0,0,-4,-4
POUSSE EPINARD 300 G MC UE HUE,268229,1,71231,UNLOADING-1,7,7,7,7,4,4,-4,-4
GRAND POCHON 1.1KG X10 BRIDOR,889110,1,300423,"DEEP_FROZEN-41-3-B1-1,DEEP_FROZEN-41-4-A1-3,DEEP_FROZEN-43-15-B1-2",7,7,11,11,0,0,-4,-4
MOCHIRI FLEUR CERISIER X24,895667,1,307707,"IN-1,DEEP_FROZEN-43-10-A4-5",9,9,13,13,0,0,-4,-4
MPRO TAMPON EPONGE ROUGE X10,663413,1,58252,MEAT_SPECIAL_HANDLING-4-31-A1-1,47,47,51,51,0,0,-4,-4
