Article Name;Article number (MGB);Var;Locations;MMS Stock;MMS Stock (1 piece);WMS Stock;WMS Stock (1 piece);Pick qty;Pick qty (1 piece);Difference;Difference (1 piece)
FX FILET 4.5KG+ S/P UE;688755;1;MEAT_SPECIAL_HANDLING-20-14-A1-2;134.67;134.67;144.15;144.15;0;0;-9.480000000000018;-9.480000000000018
METRO CHEF BOUDOIRS 1.6KG;679360;1;MEAT_SPECIAL_HANDLING-8-4-A2-3;0;0;9;9;0;0;-9;-9
FILET PLT BLC HAL 5KG SAT PL;896993;1;MEAT_SPECIAL_HANDLING-20-5-A1-1,MEAT_SPECIAL_HANDLING-20-10-B1-4;25;25;33;33;0;0;-8;-8
PETIT POIS FINS DOUX 2.5KG MC;215177;1;DEEP_FROZEN-43-15-A3-7,DEEP_FROZEN-43-6-A1-7,DEEP_FROZEN-43-14-B1-1;60;60;68;68;0;0;-8;-8
OEUF POCHE SS VIDE X16;829839;1;MEAT_SPECIAL_HANDLING-25-8-B1-2,MEAT_SPECIAL_HANDLING-23-9-A1-3;189;189;197;197;0;0;-8;-8
AIL PELE 1 KG (12) METRO CHEF;895070;1;MEAT_SPECIAL_HANDLING-26-17-A3-4,MEAT_SPECIAL_HANDLING-23-11-A1-2;63;63;71;71;0;0;-8;-8
10 MINI BRIOCH BURGER 200G;836969;1;MEAT_SPECIAL_HANDLING-23-20-A1-2;80;80;88;88;0;0;-8;-8
PAIN MIE NAT.LC 1KG METRO CHEF;326442;1;MEAT_SPECIAL_HANDLING-21-15-A1-1,MEAT_SPECIAL_HANDLING-20-14-B1-4;13;13;21;21;0;0;-8;-8
MC POUDRE D'AMANDE BLANCHE 1KG;888932;1;MEAT_SPECIAL_HANDLING-11-7-A1-2,MEAT_SPECIAL_HANDLING-10-25-A1-2;18;18;26;26;0;0;-8;-8
EPINARDS HACHES 2.5KG MC;208979;1;UNLOADING-1,DEEP_FROZEN-43-1-A4-9;20;20;28;28;0;0;-8;-8
1/2 POIVRON DELPIQUILLO GUREA;233672;1;MEAT_SPECIAL_HANDLING-10-31-A4-1,MEAT_SPECIAL_HANDLING-10-31-B1-1;284;284;292;292;0;0;-8;-8
EMINC KEBAB VOL VEAU 1KG HALAL;143003;1;IN-1,DEEP_FROZEN-40-14-A1-4;50;50;58;58;0;0;-8;-8
SANYTOL NETT MU CITRON 5L;385890;1;null;-8;-8;0;0;0;0;-8;-8
HARIB MAXI     TAGADA TUBO210;325703;1;MEAT_SPECIAL_HANDLING-10-4-A3-4,MEAT_SPECIAL_HANDLING-11-27-A2-2,MEAT_SPECIAL_HANDLING-9-4-A1-1;38;38;46;46;0;0;-8;-8
LARDONS FUMES ETUVE 1KG S/AT;167380;1;MEAT_SPECIAL_HANDLING-23-13-B1-2,MEAT_SPECIAL_HANDLING-20-1-A1-3;173;173;181;181;0;0;-8;-8
1000 SACHET FRITE KRAFT 12X12;856378;1;MEAT_SPECIAL_HANDLING-6-6-B1-1,MEAT_SPECIAL_HANDLING-6-14-A2-5;19;19;27;27;0;0;-8;-8
JB CUIT SUP DD ENT 8KG ENV MC;829654;1;MEAT_SPECIAL_HANDLING-26-17-A1-3,MEAT_SPECIAL_HANDLING-23-13-A1-2;105.34;105.34;112.99;112.99;0;0;-7.6499999999999915;-7.6499999999999915
PORTO ROUGE TAWNY 19D 75CL;318767;1;UNLOADING-1,MEAT_SPECIAL_HANDLING-9-13-A4-2,MEAT_SPECIAL_HANDLING-8-5-A3-4;107;107;114;114;0;0;-7;-7
MPRO 100BT PET FOUR BLC14X10X5;387595;1;MEAT_SPECIAL_HANDLING-12-10-A1-2,MEAT_SPECIAL_HANDLING-12-13-A2-2;82;82;89;89;0;0;-7;-7
OS A MOELLE A GRATINER X3;144937;1;UNLOADING-1,DEEP_FROZEN-43-7-A2-9,DEEP_FROZEN-43-7-A1-5;29.72;29.72;36.46;36.46;0;0;-6.740000000000002;-6.740000000000002
HOUMOUS 500G  METRO CHEF;653336;1;MEAT_SPECIAL_HANDLING-26-13-A2-5;10;10;16;16;0;0;-6;-6
BURGER BRIOCHE 4X100G;823244;1;MEAT_SPECIAL_HANDLING-24-14-A1-6;12;12;18;18;0;0;-6;-6
ROCH POIS XF 4/4;835004;1;MEAT_SPECIAL_HANDLING-10-34-A3-2,MEAT_SPECIAL_HANDLING-10-31-B1-3;19;114;20;120;0;0;-1;-6
CHARDONNAY IGP LOIR 75CL;815225;1;MEAT_SPECIAL_HANDLING-8-22-A1-5;6;36;7;42;0;0;-1;-6
MC NAPPAGE CARAMEL LIQUIDE 1 L;635521;1;INSPECTION-3,MEAT_SPECIAL_HANDLING-11-27-A1-4,MEAT_SPECIAL_HANDLING-10-34-A4-2;23;23;29;29;0;0;-6;-6
PROSECCO PERLINO EXT DRY 75CL;832569;1;UNLOADING-1,MEAT_SPECIAL_HANDLING-8-31-A3-5,MEAT_SPECIAL_HANDLING-8-27-B1-2,MEAT_SPECIAL_HANDLING-8-33-A1-3;24;144;25;150;0;0;-1;-6
BUCHETTE CHEVRE 180G MC;892770;1;MEAT_SPECIAL_HANDLING-20-17-A1-3,MEAT_SPECIAL_HANDLING-21-4-B1-3,MEAT_SPECIAL_HANDLING-20-17-B1-2;167;1002;168;1008;0;0;-1;-6
FANTA ORANGE 1.25L PET;887411;1;MEAT_SPECIAL_HANDLING-4-19-B1-2,MEAT_SPECIAL_HANDLING-3-25-A1-2;63;378;64;384;0;0;-1;-6
*SUCRE CRISTAL N2 BS SAC 25KG;840759;1;MEAT_SPECIAL_HANDLING-8-36-A1-2;13;13;19;19;0;0;-6;-6
EARL GREY BIO* 25SC KUSMI;813710;1;MEAT_SPECIAL_HANDLING-12-5-A2-5;9;9;15;15;0;0;-6;-6
RIOBA NECTAR ABRICOT VP 1L;853911;1;MEAT_SPECIAL_HANDLING-5-25-A1-4;7;42;8;48;0;0;-1;-6
RIOBA PJ ANANAS PET 1L;871538;1;MEAT_SPECIAL_HANDLING-4-18-C1-1,MEAT_SPECIAL_HANDLING-4-2-A1-6;98;588;99;594;0;0;-1;-6
SUCRE CRISTAL  1KG ROCHAMB;839756;1;MEAT_SPECIAL_HANDLING-11-29-B1-2;92;552;93;558;0;0;-1;-6
MC PISTACHE POUDRE NATUR 1KG;891344;1;MEAT_SPECIAL_HANDLING-11-16-A1-3;10;10;16;16;0;0;-6;-6
ROCHAMBEAU NECTAR MULTI BRIK1L;396934;1;MEAT_SPECIAL_HANDLING-2-13-A1-2,MEAT_SPECIAL_HANDLING-12-23-C1-2,MEAT_SPECIAL_HANDLING-2-25-C1-1;167;1002;168;1008;0;0;-1;-6
CREME UHT 35% 1L MC BK AP;839276;1;MEAT_SPECIAL_HANDLING-21-12-B1-1,MEAT_SPECIAL_HANDLING-23-4-A1-3;203;1218;204;1224;0;0;-1;-6
MC SAUCE CURRY TUBE 870G;825534;1;MEAT_SPECIAL_HANDLING-9-36-A2-1;4;4;10;10;0;0;-6;-6
ARO CONCENTRE TOMA 4/4;835168;1;MEAT_SPECIAL_HANDLING-12-6-A4-3,UNLOADING-1;15;90;16;96;0;0;-1;-6
VODKA ABSOLUT BLUE 40D 70CL;387288;1;MEAT_SPECIAL_HANDLING-8-5-B1-1;89;89;95;95;0;0;-6;-6
VUE BLANC 100CL 11D;855483;1;MEAT_SPECIAL_HANDLING-8-25-A3-1;3;18;4;24;0;0;-1;-6
COGNAC VS DELAITRE 40D 70CL;215072;1;MEAT_SPECIAL_HANDLING-9-15-A1-2;8;8;14;14;0;0;-6;-6
MINI CROQUE TRUFFE JAMBON X26;894174;1;DEEP_FROZEN-42-6-A4-7;7;7;13;13;0;0;-6;-6
BERGERA BLC MIL MONDESIR 75C;814793;1;MEAT_SPECIAL_HANDLING-9-29-A2-2;11;66;12;72;0;0;-1;-6
MPRO 50 COUV RPET BOL SAL GM;340256;1;MEAT_SPECIAL_HANDLING-12-13-C1-1,MEAT_SPECIAL_HANDLING-12-9-A1-4;2;2;8;8;0;0;-6;-6
CACAHUETE GAS SEAU 3KG MC;176889;1;MEAT_SPECIAL_HANDLING-10-6-B1-2,MEAT_SPECIAL_HANDLING-10-6-A2-5;11;11;17;17;0;0;-6;-6
AMORA SCE SALAD MIEL/MOUT 1L;683519;1;INSPECTION-3,MEAT_SPECIAL_HANDLING-12-3-A1-5;5;5;11;11;0;0;-6;-6
ARIZONA THE VERT/GREN 50CL PET;839354;1;MEAT_SPECIAL_HANDLING-4-4-A3-5;6;36;7;42;0;0;-1;-6
ROQUETTE METRO CHEF300G UE HUE;268267;1;MEAT_SPECIAL_HANDLING-23-15-A1-4;52;52;58;58;0;0;-6;-6
CONFIT CERISE NOIRE CORSE 980G;664369;1;MEAT_SPECIAL_HANDLING-11-10-A4-1,INSPECTION-3;27;27;33;33;0;0;-6;-6
RIOBA NECTAR CRANBERRY VP 1L;396302;1;MEAT_SPECIAL_HANDLING-3-9-C1-1,MEAT_SPECIAL_HANDLING-2-17-A1-2;51;306;52;312;0;0;-1;-6
CREME UHT 12% MG 1L INNOVA;887506;1;MEAT_SPECIAL_HANDLING-26-15-A2-3;9;54;10;60;0;0;-1;-6
ROCH. COEUR PALM.1/2;835222;1;MEAT_SPECIAL_HANDLING-11-6-A3-4,MEAT_SPECIAL_HANDLING-10-35-A1-1;7;42;8;48;0;0;-1;-6
FRUIT PASSION 2K COLIS COCOLOMBIE;93652;1;MEAT_SPECIAL_HANDLING-32-9-A1-3;-1;-1;5;5;0;0;-6;-6
OEUF LIQ ENTIER BD 2KG MC;837997;1;MEAT_SPECIAL_HANDLING-21-10-B1-1,MEAT_SPECIAL_HANDLING-22-4-A1-2;99;99;105;105;0;0;-6;-6
MOUSSE CHOCOLAT PEPITE 920G MC;823812;1;MEAT_SPECIAL_HANDLING-10-20-A4-3,MEAT_SPECIAL_HANDLING-10-24-A4-3;18;18;24;24;0;0;-6;-6
FX FILET 5/6KG VBF S/P;383413;1;MEAT_SPECIAL_HANDLING-26-4-A1-2,MEAT_SPECIAL_HANDLING-23-4-B1-1;62.05;62.05;67.95;67.95;0;0;-5.900000000000006;-5.900000000000006
MAGRET CND IGP S/V *6 MDD;678882;1;MEAT_SPECIAL_HANDLING-26-19-A2-4;-2.95;-2.95;2.9;2.9;0;0;-5.85;-5.85
HT CUISS PLT JNE*20 SV LNA FR;891652;1;MEAT_SPECIAL_HANDLING-25-6-A1-3;42.54;42.54;47.86;47.86;0;0;-5.32;-5.32
TRAVERS PORC X2 S/V VPF;674030;1;CROSS_DOCKING-MEAT_SPECIAL_HANDLING-1,MEAT_SPECIAL_HANDLING-21-20-A1-1,MEAT_SPECIAL_HANDLING-24-8-A1-2;93.49;93.49;98.71;98.71;0;0;-5.219999999999999;-5.219999999999999
MAGRET CND UE;664074;1;MEAT_SPECIAL_HANDLING-24-20-A1-2,MEAT_SPECIAL_HANDLING-26-8-A2-6;39.2;39.2;44.39;44.39;0;0;-5.189999999999998;-5.189999999999998
GINGEMBRE 5K  A PESER  CNCHINE;31959;1;MEAT_SPECIAL_HANDLING-30-9-A1-2;39;39;44.01;44.01;0;0;-5.009999999999998;-5.009999999999998
FRAISE 1KG METRO CHEF;244287;1;DEEP_FROZEN-40-2-A1-1;45;45;50;50;0;0;-5;-5
ANETH  BOTTE  MC  30G X 5;31200;1;MEAT_SPECIAL_HANDLING-33-12-A3-5;5;25;6;30;0;0;-1;-5
MICRO-POUSSE MIZUNA VERT MC FR A/C  6FRANCE;713505;1;null;-5;-5;0;0;0;0;-5;-5
ROMARIN BOTTE MC 30GR X5;703801;1;MEAT_SPECIAL_HANDLING-33-12-A2-1;17;85;18;90;0;0;-1;-5
SCISSE FRANCFORT 1KG VPF MC;890973;1;MEAT_SPECIAL_HANDLING-21-10-A1-3;91;91;96;96;0;0;-5;-5
RAIFORT HONGRIE A/CHONGRIE;761217;1;MEAT_SPECIAL_HANDLING-32-10-A4-1;60;60;65;65;0;0;-5;-5
YAOURT GREC 5KG KOLIOS;180843;1;MEAT_SPECIAL_HANDLING-26-21-A1-2;45;45;50;50;0;0;-5;-5
CREVETTE TROP 40/60 900G MC;205334;1;MEAT_SPECIAL_HANDLING-24-9-A1-1;36;36;41;41;0;0;-5;-5
CREVETTES TORPEDO MC 1KG;855905;1;DEEP_FROZEN-43-7-A1-4,DEEP_FROZEN-43-15-A2-4,DEEP_FROZEN-43-17-A4-2;68;68;73;73;0;0;-5;-5
GIGOT AGN S/OS S/V NZ HAL;675519;1;MEAT_SPECIAL_HANDLING-25-3-A2-9;22.79;22.79;27.74;27.74;0;0;-4.949999999999999;-4.949999999999999
CUISSE DND HAL S/OS A/P SV FR;821084;1;MEAT_SPECIAL_HANDLING-26-12-A1-1;34.9;34.9;39.84;39.84;0;0;-4.940000000000005;-4.940000000000005
ENTRECOTE 3KG+ UE;688759;1;MEAT_SPECIAL_HANDLING-20-12-A1-2;54;54;58.53;58.53;0;0;-4.530000000000001;-4.530000000000001
OEUF LIQ. BLANC BD 1KG OVOTEAM;224388;1;MEAT_SPECIAL_HANDLING-22-3-A1-2;161;161;165;165;0;0;-4;-4
CANARD GEL WC MARIN 750ML;886522;1;MEAT_SPECIAL_HANDLING-7-33-A1-3;79;79;83;83;0;0;-4;-4
ARO JUS CITRON JAUNE 1L;834933;1;MEAT_SPECIAL_HANDLING-7-9-A1-3,MEAT_SPECIAL_HANDLING-8-34-C1-1;222;222;226;226;0;0;-4;-4
PERSIL FRISE 500G BQ8 ES ESPAGNE;89397;1;MEAT_SPECIAL_HANDLING-33-12-A4-6,MEAT_SPECIAL_HANDLING-33-11-A1-4;11;11;15;15;0;0;-4;-4
GROS CORNICHONS AD 265CL;273808;1;MEAT_SPECIAL_HANDLING-12-1-B1-3,MEAT_SPECIAL_HANDLING-12-3-A2-1;31;31;35;35;0;0;-4;-4
MPRO NETT MU BACT AMBIANCE 5L;173346;1;MEAT_SPECIAL_HANDLING-5-10-A1-1;11;11;15;15;0;0;-4;-4
ARO MINI BOBINE DC 1P 120M X9;388084;1;MEAT_SPECIAL_HANDLING-12-21-A1-1;27;27;31;31;0;0;-4;-4
SAUMON FUME NORV 200G MC;685210;1;MEAT_SPECIAL_HANDLING-26-7-A4-4,MEAT_SPECIAL_HANDLING-25-11-A4-3;106;106;110;110;0;0;-4;-4
HUILE DE PEPINS DE RAISIN 1L;877928;1;MEAT_SPECIAL_HANDLING-7-35-A2-2;0;0;4;4;0;0;-4;-4
CHOU BLC PC6 C1 FRFRANCE;11323;1;MEAT_SPECIAL_HANDLING-31-4-A1-2;36;36;40;40;0;0;-4;-4
COGNAC RAMBAUD *** 70CL 40D;219815;1;MEAT_SPECIAL_HANDLING-9-3-C1-2,MEAT_SPECIAL_HANDLING-8-9-A2-2;50;50;54;54;0;0;-4;-4
1000 SAC CROISSANT BRUN 103;687535;1;MEAT_SPECIAL_HANDLING-6-6-A3-1;16;16;20;20;0;0;-4;-4
MPRO LIQ VAISS MAIN CIT 1L;832969;1;MEAT_SPECIAL_HANDLING-8-26-A3-3;12;12;16;16;0;0;-4;-4
MPRO 100SAC (L) CONS 30X40;834215;1;MEAT_SPECIAL_HANDLING-12-17-A1-2;101;101;105;105;0;0;-4;-4
CALISSON RIOBA TUBO 930G;653907;1;MEAT_SPECIAL_HANDLING-10-28-A3-2;4;4;8;8;0;0;-4;-4
PIZZA BOLOGNAISE LA PIZZA 375G;882269;1;DEEP_FROZEN-43-11-A4-5,UNLOADING-1;14;14;18;18;0;0;-4;-4
PIEMONTAISE JAMBON 1.5KG MC;647647;1;MEAT_SPECIAL_HANDLING-21-10-A1-1,MEAT_SPECIAL_HANDLING-26-17-A2-3;23;23;27;27;0;0;-4;-4
SPICY PLT PANE 1KG S_AT HALAL;162177;1;MEAT_SPECIAL_HANDLING-24-12-A1-1;16;16;20;20;0;0;-4;-4
PAIN HOT DOG X6 330G NFENDU;900037;1;MEAT_SPECIAL_HANDLING-25-13-A2-7;8;8;12;12;0;0;-4;-4
PDT QUARTIER 2.5KG LUNOR PC FRFRANCE;14424;1;MEAT_SPECIAL_HANDLING-26-12-A3-6;0;0;4;4;0;0;-4;-4
VITTEL 6X50CL PET;889276;1;MEAT_SPECIAL_HANDLING-1-1-B1-2,MEAT_SPECIAL_HANDLING-1-35-B1-2,MEAT_SPECIAL_HANDLING-3-20-A1-1,MEAT_SPECIAL_HANDLING-3-16-C1-1;292;1168;293;1172;0;0;-1;-4
BRUSCHELLE 400G METRO CHEF;658543;1;MEAT_SPECIAL_HANDLING-23-16-A1-4;96;96;100;100;0;0;-4;-4
CROQUE MONSIEUR PREM 8X180G;900610;1;MEAT_SPECIAL_HANDLING-24-12-A2-2,MEAT_SPECIAL_HANDLING-26-17-A2-1;7;7;11;11;0;0;-4;-4
MOZZA BUFALA AOP 125G M.ANGELO;822683;1;MEAT_SPECIAL_HANDLING-26-19-A2-7;4;4;8;8;0;0;-4;-4
MC SAUCE SOJA JAPONAISE 4.5L;182346;1;MEAT_SPECIAL_HANDLING-6-7-A3-1;9;9;13;13;0;0;-4;-4
*ESCO SEL FIN SAC 25KG;212791;1;MEAT_SPECIAL_HANDLING-6-17-B1-3,MEAT_SPECIAL_HANDLING-6-17-C1-3,MEAT_SPECIAL_HANDLING-6-17-B1-1,MEAT_SPECIAL_HANDLING-6-17-C1-1,MEAT_SPECIAL_HANDLING-7-14-A1-2,MEAT_SPECIAL_HANDLING-6-17-B1-2,MEAT_SPECIAL_HANDLING-6-13-B1-3,MEAT_SPECIAL_HANDLING-6-9-B1-2,MEAT_SPECIAL_HANDLING-6-17-C1-2;207;207;211;211;0;0;-4;-4
MOCHIRI FLEUR CERISIER X24;895667;1;UNLOADING-1,IN-1;16;16;20;20;0;0;-4;-4
GRAND POCHON 1.1KG X10 BRIDOR;889110;1;DEEP_FROZEN-43-15-B1-2,DEEP_FROZEN-41-4-A1-3,DEEP_FROZEN-41-3-B1-1;11;11;15;15;0;0;-4;-4
JB SEC BODEGA 60T 1KG;384168;1;MEAT_SPECIAL_HANDLING-26-8-B1-2,MEAT_SPECIAL_HANDLING-24-11-A1-4;131;131;135;135;0;0;-4;-4
CG NOISETTE 2.5L METRO CHEF;215697;1;DEEP_FROZEN-43-6-A3-8;8;8;12;12;0;0;-4;-4
GIDOLIVE BIDON 5L;893096;1;MEAT_SPECIAL_HANDLING-7-33-A2-1;9;9;13;13;0;0;-4;-4
MAIZENA 700G;840407;1;MEAT_SPECIAL_HANDLING-9-4-A4-4;58;58;62;62;0;0;-4;-4
ROYAL NAPPAGE  ABRICOT 5KG;840363;1;MEAT_SPECIAL_HANDLING-6-7-A4-5;2;2;6;6;0;0;-4;-4
CREME UHT 3*20CL 30% ROCHAMBEA;156172;1;MEAT_SPECIAL_HANDLING-23-7-B1-4,MEAT_SPECIAL_HANDLING-26-10-A2-3;240;240;244;244;0;0;-4;-4
POUSSE EPINARD 300 G MC UE HUE;268229;1;MEAT_SPECIAL_HANDLING-26-20-A1-5,MEAT_SPECIAL_HANDLING-26-6-A2-2;19;19;23;23;0;0;-4;-4
ARO NETT MU CITRON 5L;388048;1;MEAT_SPECIAL_HANDLING-4-23-C1-1,MEAT_SPECIAL_HANDLING-5-7-A1-1;45;45;49;49;0;0;-4;-4
BURGER MULTIGRAINS 30X80G;832544;1;MEAT_SPECIAL_HANDLING-21-18-A1-1;13;13;17;17;0;0;-4;-4
BURGER BIO* BRIOCHE 4X6X80G MC;896263;1;MEAT_SPECIAL_HANDLING-21-9-A1-2;3;3;7;7;0;0;-4;-4
MESCLUM 300 GR MC UE HUE;268226;1;MEAT_SPECIAL_HANDLING-26-16-A3-4,MEAT_SPECIAL_HANDLING-25-21-A4-2;31;31;35;35;0;0;-4;-4
MC PENNE RIGATE 5KG;158442;1;MEAT_SPECIAL_HANDLING-8-16-C1-1,MEAT_SPECIAL_HANDLING-7-11-A1-2,MEAT_SPECIAL_HANDLING-7-7-B1-2;140;140;144;144;0;0;-4;-4
SH OBLON 100GX10 15%MG UE;136333;1;DEEP_FROZEN-41-3-A1-2,UNLOADING-1;25;25;29;29;0;0;-4;-4
RILLETTES MANS 1KG RUSTADOU;177179;1;IN-1,MEAT_SPECIAL_HANDLING-25-9-A1-2;6;6;10;10;0;0;-4;-4
EFFILOCHE CONFIT CANAR 800G MC;163551;1;MEAT_SPECIAL_HANDLING-22-11-A1-4;22;22;26;26;0;0;-4;-4
HEINEKEN 5D 6X33CL CAN;397299;1;MEAT_SPECIAL_HANDLING-4-7-C1-1,MEAT_SPECIAL_HANDLING-2-23-B1-1,MEAT_SPECIAL_HANDLING-1-10-C1-2;76;304;77;308;0;0;-1;-4
MPRO TAMPON EPONGE ROUGE X10;663413;1;MEAT_SPECIAL_HANDLING-4-31-A1-1;47;47;51;51;0;0;-4;-4
MELANGE GOURM. METRO CH500G UE;334997;1;MEAT_SPECIAL_HANDLING-26-16-A2-3;27;27;31;31;0;0;-4;-4
HAMPE S/P S/V*3 UE;213710;1;IN-1,MEAT_SPECIAL_HANDLING-25-18-A3-7;29.34;29.34;33.26;33.26;0;0;-3.919999999999998;-3.919999999999998
ENTRECOTE BOEUF VBF 220G X5;860068;1;DEEP_FROZEN-43-5-A1-1,DEEP_FROZEN-41-7-A1-5;55.62;55.62;59.49;59.49;0;0;-3.8700000000000045;-3.8700000000000045
CUISSE PLT JNE STD DEJ 3KG FR;871021;1;MEAT_SPECIAL_HANDLING-26-15-A2-4;3.18;3.18;6.38;6.38;0;0;-3.1999999999999997;-3.1999999999999997
MC FEUILLE GENOISE NAT 8MMX10;687130;1;MEAT_SPECIAL_HANDLING-10-25-B1-1,MEAT_SPECIAL_HANDLING-7-15-B1-1,MEAT_SPECIAL_HANDLING-10-7-B1-3;41;41;44;44;0;0;-3;-3
MAGRET FUME TR 250G IGP MC;255285;1;MEAT_SPECIAL_HANDLING-25-15-A2-3;31;31;34;34;0;0;-3;-3
BURGER ENCRE SEICHE 30X80G;832552;1;MEAT_SPECIAL_HANDLING-24-3-A1-4;12;12;15;15;0;0;-3;-3
ARO DEMI-POIRES SIROP LG 5/1;843723;1;MEAT_SPECIAL_HANDLING-10-17-A3-2,IN-1;20;20;23;23;0;0;-3;-3
50 PORTE GOBELET PAR 4;172417;1;MEAT_SPECIAL_HANDLING-5-24-A1-5,MEAT_SPECIAL_HANDLING-7-33-A4-4;16;16;19;19;0;0;-3;-3
ARO HARICOTS VERTS TF 5/1;159472;1;MEAT_SPECIAL_HANDLING-9-20-C1-1,MEAT_SPECIAL_HANDLING-9-34-A3-3,INSPECTION-3;38;38;41;41;0;0;-3;-3
HARIBO BANAN'S TUBO 210;325704;1;MEAT_SPECIAL_HANDLING-11-15-A4-3;9;9;12;12;0;0;-3;-3
LAIT COCO PET AMPAWA 1L;806220;1;MEAT_SPECIAL_HANDLING-6-27-A1-2;77;77;80;80;0;0;-3;-3
BOX KINDER X 48 PIECES;165869;1;MEAT_SPECIAL_HANDLING-9-20-A2-4;6;6;9;9;0;0;-3;-3
SAL JP MEL MC 1K UEUE;37669;1;MEAT_SPECIAL_HANDLING-31-3-A1-3;2;2;5;5;0;0;-3;-3
POIREAU FILET 5K C1 FRFRANCE;77302;1;MEAT_SPECIAL_HANDLING-32-6-A1-1;13;13;16;16;0;0;-3;-3
CAMEMBERT 240GX3 METRO CHEF;892967;1;MEAT_SPECIAL_HANDLING-21-18-A1-3;104;104;107;107;0;0;-3;-3
CONSIGNE PAL ROUGE 80/120 LPR;890070;1;null;-3;-3;0;0;0;0;-3;-3
MPRO SAC POUBELLE COMP 15X100L;335063;1;MEAT_SPECIAL_HANDLING-6-8-A4-2;19;19;22;22;0;0;-3;-3
GERME DE RADIS POURPRE 85GR FR;673086;1;INSPECTION-3,MEAT_SPECIAL_HANDLING-25-9-A2-9;19;19;22;22;0;0;-3;-3
COLONA BARBECUE SQ GM 900G;631019;1;MEAT_SPECIAL_HANDLING-7-31-A3-3;9;9;12;12;0;0;-3;-3
MPRO 100 GANT VINYL L;389252;1;MEAT_SPECIAL_HANDLING-7-29-A3-3,MEAT_SPECIAL_HANDLING-7-8-A1-1;296;296;299;299;0;0;-3;-3
MC LENTILLES VERTES 5KG;837656;1;MEAT_SPECIAL_HANDLING-8-28-C1-2,MEAT_SPECIAL_HANDLING-6-18-A1-3,MEAT_SPECIAL_HANDLING-6-34-C1-3;67;67;70;70;0;0;-3;-3
12 CUISSE CANARCONFIT 5/1 IGP;207824;1;MEAT_SPECIAL_HANDLING-12-1-B1-1,IN-1,MEAT_SPECIAL_HANDLING-11-17-C1-2,MEAT_SPECIAL_HANDLING-11-17-A2-2;36;36;39;39;0;0;-3;-3
GIRASOLI MOZZA TOMATE 1KG MC;822064;1;MEAT_SPECIAL_HANDLING-26-13-A4-8,MEAT_SPECIAL_HANDLING-21-12-B1-3;9;9;12;12;0;0;-3;-3
FETA AOP CUBES 900G METRO CHEF;893338;1;MEAT_SPECIAL_HANDLING-21-19-B1-2,MEAT_SPECIAL_HANDLING-25-18-A4-9,MEAT_SPECIAL_HANDLING-25-17-B1-4;245;245;248;248;0;0;-3;-3
VELOUTE 16*125G FRUIX;217763;1;MEAT_SPECIAL_HANDLING-20-4-A1-4,MEAT_SPECIAL_HANDLING-23-10-B1-2,INSPECTION-1;64;64;67;67;0;0;-3;-3
CH ARCINS HT MED 37.5CL;808819;1;MEAT_SPECIAL_HANDLING-9-25-A2-3;9;9;12;12;0;0;-3;-3
Q. CREV CRU DECO ARG 800G;854657;1;DEEP_FROZEN-40-2-B1-4,DEEP_FROZEN-43-8-B1-4,DEEP_FROZEN-43-9-A2-1;70;70;73;73;0;0;-3;-3
SAL ICEBERG MC DEMIPAL PC280 C1 ESESPAGNE;761201;1;MEAT_SPECIAL_HANDLING-31-8-A1-3,MEAT_SPECIAL_HANDLING-31-9-A1-3,MEAT_SPECIAL_HANDLING-31-8-B1-1;889;889;892;892;0;0;-3;-3
CACHACA DELAITRE 38D BIB 3L;892156;1;IN-1,MEAT_SPECIAL_HANDLING-9-13-A3-1,INSPECTION-3;15;15;18;18;0;0;-3;-3
MANGUE MORCEAUX 1KG MC;121553;1;DEEP_FROZEN-40-1-B1-2,DEEP_FROZEN-40-1-A1-1,DEEP_FROZEN-41-4-B1-2,DEEP_FROZEN-40-5-B1-2;1028;1028;1031;1031;0;0;-3;-3
NOIX DE CAJOU 1KG METRO CHEF;649762;1;MEAT_SPECIAL_HANDLING-9-26-A2-5,MEAT_SPECIAL_HANDLING-9-26-C1-2;26;26;29;29;0;0;-3;-3
CITR NT PRIMO MC 1.5K C.5 BOX50 C1 ESESPAGNE;762701;1;MEAT_SPECIAL_HANDLING-30-4-A1-4;-1;-1;2;2;0;0;-3;-3
MC DBLE CONC TOMATE 4/4 X3;336438;1;MEAT_SPECIAL_HANDLING-8-4-A1-3,MEAT_SPECIAL_HANDLING-10-35-A2-2;53;53;56;56;0;0;-3;-3
LAIT DE COCO 1L BRIK CHAOKOH;174508;1;MEAT_SPECIAL_HANDLING-12-3-B1-1,MEAT_SPECIAL_HANDLING-9-24-B1-3,MEAT_SPECIAL_HANDLING-12-3-A3-5;256;256;259;259;0;0;-3;-3
EMMENTAL TR 10*10 1KG ARO;896408;1;MEAT_SPECIAL_HANDLING-23-3-B1-2,MEAT_SPECIAL_HANDLING-25-13-A4-8;91;91;94;94;0;0;-3;-3
GESIERS DINDE  EMIN 5/1;835666;1;MEAT_SPECIAL_HANDLING-6-13-A4-2,MEAT_SPECIAL_HANDLING-6-11-B1-3,MEAT_SPECIAL_HANDLING-10-1-C1-2;96;96;99;99;0;0;-3;-3
