Article Name,Article number (MGB),Var,Locations,MMS Stock,MMS Stock (1 piece),WMS Stock,WMS Stock (1 piece),Pick qty,Pick qty (1 piece),Difference,Difference (1 piece)
1000 SAC SANDW FEN KRA 10X4X36,395422,1,"MEAT_SPECIAL_HANDLING-5-10-A1-3,MEAT_SPECIAL_HANDLING-5-35-A2-1",11,11,10,10,0,0,1,1
MIRIN 1L,880057,1,MEAT_SPECIAL_HANDLING-12-1-A1-1,2,2,1,1,0,0,1,1
MC PALET CHOCO BLANC 30% 5KG,840438,1,"MEAT_SPECIAL_HANDLING-8-2-A3-5,MEAT_SPECIAL_HANDLING-8-6-B1-1",23,23,22,22,0,0,1,1
VCE RGE 12D 10L,837493,1,"MEAT_SPECIAL_HANDLING-8-3-B1-1,MEAT_SPECIAL_HANDLING-8-22-A3-2",58,58,57,57,0,0,1,1
NUGGETS HAPPYVORE 1KG,896730,1,DEEP_FROZEN-43-8-A4-2,13,13,12,12,0,0,1,1
ARO PH ROSE 6RLX X8,388085,1,"MEAT_SPECIAL_HANDLING-6-20-A1-1,MEAT_SPECIAL_HANDLING-7-23-B1-1",45,45,44,44,0,0,1,1
CHOU BROCOLI VRAC 5K ESESPAGNE,30688,1,MEAT_SPECIAL_HANDLING-31-1-A1-2,4,4,3,3,0,0,1,1
JALAPENO CHEDDAR CHEESE 1KG MC,830405,1,DEEP_FROZEN-43-14-A1-3,17,17,16,16,0,0,1,1
TARTE CITRON MERINGUEE 1KG MC,124622,1,"DEEP_FROZEN-43-10-A2-2,DEEP_FROZEN-43-9-A2-6",14,14,13,13,0,0,1,1
CORNICHON AD PAYSANNE BOC 850G,273802,1,MEAT_SPECIAL_HANDLING-10-33-A2-1,6,6,5,5,0,0,1,1
COLON HUIL PIMENT DOS 3MLX1000,394283,1,"MEAT_SPECIAL_HANDLING-10-30-A3-2,MEAT_SPECIAL_HANDLING-10-36-A3-3",10,10,9,9,0,0,1,1
ST-MORET 9X20G LOT DE 3,222883,1,MEAT_SPECIAL_HANDLING-26-5-A2-3,29,29,28,28,0,0,1,1
50 BOL SALADE CARTON NR 1000ML,867025,1,"MEAT_SPECIAL_HANDLING-12-11-A4-2,MEAT_SPECIAL_HANDLING-12-10-B1-2",12,12,11,11,0,0,1,1
"MC FOND DE VOLAILLE 29,7L 750G",156368,1,MEAT_SPECIAL_HANDLING-10-26-A3-3,18,18,17,17,0,0,1,1
HEINZ SCE BURGER KK 875ML,391660,1,MEAT_SPECIAL_HANDLING-10-32-A3-3,14,14,13,13,0,0,1,1
250 CARRE RAINE BLC 15X15CM,387662,1,MEAT_SPECIAL_HANDLING-12-8-A2-5,12,12,11,11,0,0,1,1
CONFITUR ABRICO 24X28G RIOBA,682415,1,MEAT_SPECIAL_HANDLING-11-10-A2-2,3,3,2,2,0,0,1,1
L'OR FORZA CAPSULES  X100,827357,1,MEAT_SPECIAL_HANDLING-11-9-A3-1,3,3,2,2,0,0,1,1
BASILIC VRAC 1KG,54507,1,"MEAT_SPECIAL_HANDLING-33-11-A2-7,MEAT_SPECIAL_HANDLING-33-8-A4-1",4,4,3,3,0,0,1,1
MP CHALUMEAU CUISINE + CARTOU,176533,1,MEAT_SPECIAL_HANDLING-12-32-B1-1,19,19,18,18,0,0,1,1
2 PINCE FEUILLE DE CHENE 24CM,150990,1,MEAT_SPECIAL_HANDLING-12-20-A3-3,26,26,25,25,0,0,1,1
SAL JP ROQUETTE 1K FR FRANCE,31640,1,null,1,1,0,0,0,0,1,1
MPRO 50 BTE PATIS BLANC 20X8CM,387604,1,MEAT_SPECIAL_HANDLING-12-10-A3-4,11,11,10,10,0,0,1,1
RIZ LG 20 MIN 10KG BENS O,839954,1,MEAT_SPECIAL_HANDLING-10-18-A1-5,11,11,10,10,0,0,1,1
MC OLIV NOIRES DENOY 30/33 5/1,828311,1,"MEAT_SPECIAL_HANDLING-6-12-C1-3,MEAT_SPECIAL_HANDLING-6-12-C1-1,MEAT_SPECIAL_HANDLING-6-12-C1-2,MEAT_SPECIAL_HANDLING-7-8-A1-3",532,532,531,531,0,0,1,1
L'OR SPLENDENTE CAPSULES X100,827356,1,MEAT_SPECIAL_HANDLING-10-22-A3-4,11,11,10,10,0,0,1,1
PREP PASTILLE URINOIR PIN X40,394937,1,MEAT_SPECIAL_HANDLING-5-24-A1-2,5,5,4,4,0,0,1,1
FUT VIDE 30L CONSIGNE,383779,1,null,1,1,0,0,0,0,1,1
LASAGNES BOLO BOEUF VF 1KG,900180,1,MEAT_SPECIAL_HANDLING-26-19-A4-9,8,8,7,7,0,0,1,1
MPRO 25 BTE PLATEAU 28X42CM,264657,1,MEAT_SPECIAL_HANDLING-12-14-A1-4,8,8,7,7,0,0,1,1
MC SAUCE SOJA SUCR 1L,666409,1,MEAT_SPECIAL_HANDLING-7-31-A2-3,6,6,5,5,0,0,1,1
RIZ SUSHIS LOTUS RICE 20KG,886091,1,MEAT_SPECIAL_HANDLING-6-33-C1-3,6,6,5,5,0,0,1,1
CHORIZO SUP CQC 2X250G MC,225320,1,"MEAT_SPECIAL_HANDLING-25-21-A3-9,MEAT_SPECIAL_HANDLING-26-5-A4-8",48,48,47,47,0,0,1,1
ALLUMETTE NATURE 1KG MC,382090,1,MEAT_SPECIAL_HANDLING-20-1-A1-4,105,105,104,104,0,0,1,1
JB CUIT DD 5KG VPF,887153,1,MEAT_SPECIAL_HANDLING-25-5-A2-1,7,7,6,6,0,0,1,1
ENDIVE RGE 2.5K C1 FRFRANCE,2967,1,MEAT_SPECIAL_HANDLING-32-4-A1-1,4,4,3,3,0,0,1,1
POP DE PLT CRUNCHY HALAL 1KG,844127,1,DEEP_FROZEN-43-6-A2-4,37,37,36,36,0,0,1,1
OEUF 30 M/G PPA LR COCORETTE,157934,1,MEAT_SPECIAL_HANDLING-22-12-A1-4,17,17,16,16,0,0,1,1
CORIANDRE VRAC 1KG,54513,1,MEAT_SPECIAL_HANDLING-33-11-A3-4,2,2,1,1,0,0,1,1
TOM COT NOIRE 3.5K C2 FRFRANCE,702789,1,MEAT_SPECIAL_HANDLING-32-10-A1-2,8,8,7,7,0,0,1,1
VIANDE CND CONFITE 800GR,817531,1,MEAT_SPECIAL_HANDLING-24-16-A4-6,9,9,8,8,0,0,1,1
JURA VIN JAUNE FVV 62CL,840321,1,MEAT_SPECIAL_HANDLING-8-19-A4-2,10,10,9,9,0,0,1,1
"HACHE VR 15%MG VBF 1,5KG S/AT",210169,1,MEAT_SPECIAL_HANDLING-23-9-A1-2,17,17,16,16,0,0,1,1
"MC MAYO HTE FERMETE 4,7KG",662158,1,"MEAT_SPECIAL_HANDLING-6-15-C1-4,MEAT_SPECIAL_HANDLING-8-28-A1-3,MEAT_SPECIAL_HANDLING-6-32-B1-3,MEAT_SPECIAL_HANDLING-5-17-B1-3,MEAT_SPECIAL_HANDLING-8-34-B1-2,MEAT_SPECIAL_HANDLING-5-17-B1-2",545,545,544,544,0,0,1,1
MPRO 3X50 SAC CONGEL GM 6L,810369,1,"IN-1,MEAT_SPECIAL_HANDLING-8-26-A1-5",84,84,83,83,0,0,1,1
MC SCE BEARNAISE SEAU 3L,177563,1,MEAT_SPECIAL_HANDLING-10-6-A3-4,4,4,3,3,0,0,1,1
MIETTES SURIMI CRABE 500G MC,326652,1,"MEAT_SPECIAL_HANDLING-24-6-B1-3,MEAT_SPECIAL_HANDLING-22-9-A1-4",198,198,197,197,0,0,1,1
TOMATADE 1KG SUDNSOL,181649,1,MEAT_SPECIAL_HANDLING-22-15-A1-2,48,48,47,47,0,0,1,1
PAIN BURGER BIO* SESAME 4X6X80G MC,896266,1,MEAT_SPECIAL_HANDLING-23-14-A1-2,18,18,17,17,0,0,1,1
PUREE ABRICOT 1KG PONTHIER,179113,1,MEAT_SPECIAL_HANDLING-25-9-A2-1,18,18,17,17,0,0,1,1
COMTE AOP 32TR 10X10 480G ENTR,399180,1,MEAT_SPECIAL_HANDLING-25-6-A2-9,59,59,58,58,0,0,1,1
CONSIGNE PAL BRUNE 100/120 IPP,890050,1,null,1,1,0,0,0,0,1,1
CAROTTE MC 5K C.20/40 BOX40 C1 FRFRANCE,711663,1,MEAT_SPECIAL_HANDLING-32-9-B1-1,37,37,36,36,0,0,1,1
TOM RDE GRAPPE MC 5K C1 BEBELGIQUE,762364,1,null,1,1,0,0,0,0,1,1
VINAIGRET BALSA SEAU 72X20ML,839103,1,"MEAT_SPECIAL_HANDLING-10-36-B1-2,MEAT_SPECIAL_HANDLING-10-36-A1-1",22,22,21,21,0,0,1,1
COEUR COULANT CHOCO 100GX18 MC,393598,1,"DEEP_FROZEN-40-7-A1-1,DEEP_FROZEN-43-11-B1-3",46,46,45,45,0,0,1,1
BULL EYES SCE BBQ ORIGINAL 2L,819219,1,MEAT_SPECIAL_HANDLING-11-2-A3-1,16,16,15,15,0,0,1,1
FROMAGE TARTIFLETTE 450G ARO,896606,1,MEAT_SPECIAL_HANDLING-25-19-A3-5,21,21,20,20,0,0,1,1
MPRO LAVE MAIN 10L,155446,1,"MEAT_SPECIAL_HANDLING-5-26-A4-4,MEAT_SPECIAL_HANDLING-5-26-B1-1",7,7,6,6,0,0,1,1
FUT VIDE FELSGOLD 20L,180720,1,null,1,1,0,0,0,0,1,1
FILET PLT BLC HAL 2.5KG,857595,1,MEAT_SPECIAL_HANDLING-26-14-A2-6,6,6,5,5,0,0,1,1
MOUSSE CHOCOLAT 1.5KG DOCELLO,231239,1,MEAT_SPECIAL_HANDLING-12-3-A3-4,7,7,6,6,0,0,1,1
SIGMA 20 RL 57X57X12 THER SBPA,844989,1,"MEAT_SPECIAL_HANDLING-12-36-A1-5,MEAT_SPECIAL_HANDLING-12-18-A3-3",17,17,16,16,0,0,1,1
CONSIGNE TUBE  CO  10KG VIDE,226976,1,null,1,1,0,0,0,0,1,1
"PLAQUE MARGARIN 2,5 MM X10 MC",883345,1,DEEP_FROZEN-43-2-A4-8,9,9,8,8,0,0,1,1
100 BTE KEBAB KRAFT,870911,1,MEAT_SPECIAL_HANDLING-6-24-B1-2,21,21,20,20,0,0,1,1
3 SPATULES 35CM ELVEA,140703,1,MEAT_SPECIAL_HANDLING-12-32-A3-2,7,7,6,6,0,0,1,1
COEUR LONGE ALBACORE,854805,1,DEEP_FROZEN-42-12-A4-9,16.2,16.2,15.05,15.05,0,0,1.1499999999999986,1.1499999999999986
GIGOT AGNEAU RAC STD S/V NZ,225152,1,DEEP_FROZEN-43-5-A3-2,14.03,14.03,12.52,12.52,0,0,1.5099999999999998,1.5099999999999998
GALETTES PDT 2KG ENV RUSTADOU,900032,1,MEAT_SPECIAL_HANDLING-22-19-A1-2,64.11,64.11,62.46,62.46,0,0,1.6499999999999986,1.6499999999999986
CHORIZO FORT CULAR 1.5KENV MC,636660,1,MEAT_SPECIAL_HANDLING-23-6-A1-3,44.89,44.89,43.22,43.22,0,0,1.6700000000000017,1.6700000000000017
CUISSE PLT LR JNE X10 MC,867062,1,null,11.11,11.11,0,0,9.17,9.17,1.9399999999999995,1.9399999999999995
CAISSE COCA 6X100CL VIDE,179986,1,null,2,2,0,0,0,0,2,2
MPRO TAB 5EN1 VAISS MACH X150,395514,1,MEAT_SPECIAL_HANDLING-5-26-A3-5,10,10,8,8,0,0,2,2
AIGUILLET PLT CORNF HAL 1KG MC,896629,1,"DEEP_FROZEN-41-11-B1-2,DEEP_FROZEN-40-3-A1-1,DEEP_FROZEN-41-3-B1-4,DEEP_FROZEN-41-3-B1-2",522,522,520,520,0,0,2,2
PV CORNE BOEUF VERT 5K C1 MAMAROC,13457,1,MEAT_SPECIAL_HANDLING-31-14-A1-2,11,11,9,9,0,0,2,2
QUEUE CREVETTE PD 41/60 1KG MC,850458,1,"DEEP_FROZEN-43-17-A3-6,DEEP_FROZEN-43-7-A2-2",31,31,29,29,0,0,2,2
GRATIN DAUPHINOIS 2KG,254998,1,MEAT_SPECIAL_HANDLING-26-9-A4-7,17,17,15,15,0,0,2,2
FRAMBOISE 125G BQ12 C1 MAMAROC,711287,1,MEAT_SPECIAL_HANDLING-32-4-A1-3,74,74,72,72,0,0,2,2
BURGER BEYOND MEAT 113GX10,866525,1,"DEEP_FROZEN-43-11-A4-6,DEEP_FROZEN-43-14-A4-1",47,47,45,45,0,0,2,2
BASILIC CRESS X12 PAYS BAS PAYS BAS,704954,1,null,2,2,0,0,0,0,2,2
MPRO NETT MU BACT CITRON 5L,668096,1,MEAT_SPECIAL_HANDLING-5-1-A1-2,22,22,20,20,0,0,2,2
TWISTER AVEC PEAU 2.5KG,896368,1,"DEEP_FROZEN-41-3-B1-3,DEEP_FROZEN-43-11-B1-4,DEEP_FROZEN-40-5-A1-1,DEEP_FROZEN-43-5-B1-2",183,183,181,181,0,0,2,2
OEUF 360 G SOL,897477,1,"MEAT_SPECIAL_HANDLING-20-13-A1-1,MEAT_SPECIAL_HANDLING-23-20-B1-3,MEAT_SPECIAL_HANDLING-20-13-B1-1,MEAT_SPECIAL_HANDLING-23-20-B1-2",54,54,52,52,0,0,2,2
POPCORN SUCRE SEAU 5L 250G,175565,1,"MEAT_SPECIAL_HANDLING-7-35-A1-3,MEAT_SPECIAL_HANDLING-8-10-B1-1",23,23,21,21,0,0,2,2
MPRO 50 COU RPET BOL SAL PM,340257,1,"MEAT_SPECIAL_HANDLING-12-19-A1-2,MEAT_SPECIAL_HANDLING-12-9-B1-2,MEAT_SPECIAL_HANDLING-12-10-C1-3",117,117,115,115,0,0,2,2
CAROLIN LINGETTE ANTIBACT X80,800876,1,MEAT_SPECIAL_HANDLING-5-24-A2-4,13,13,11,11,0,0,2,2
CONSIGNE VIDE   FUT 6L+CAISSE,226712,1,null,2,2,0,0,0,0,2,2
FRAMBOISES BRISURES 1KG,864561,1,"DEEP_FROZEN-42-10-A1-1,DEEP_FROZEN-42-10-B1-1",87,87,85,85,0,0,2,2
MC SAUCE TERIYAKI  1L,651310,1,MEAT_SPECIAL_HANDLING-6-31-A1-3,23,23,21,21,0,0,2,2
AMORA SCE SALAD MIEL/MOUT 1L,683519,1,"MEAT_SPECIAL_HANDLING-12-3-A1-5,INSPECTION-3",16,16,14,14,0,0,2,2
FLEUR PENSEE MF  FRANCE    x 12FRANCE,761471,1,MEAT_SPECIAL_HANDLING-33-11-A1-1,14,14,12,12,0,0,2,2
CAFE RIOBA BARISTA 11 GR,896065,1,"MEAT_SPECIAL_HANDLING-10-33-A3-4,MEAT_SPECIAL_HANDLING-10-31-B1-2",96,96,94,94,0,0,2,2
POIS VERT 50G FRANCE,863354,1,MEAT_SPECIAL_HANDLING-25-15-A3-5,26,26,24,24,0,0,2,2
FISH CHIPS CABILLAUD 150/180G,163534,1,DEEP_FROZEN-42-6-A3-9,4,4,2,2,0,0,2,2
PULCO CITRON VERT 70CL VP,383036,1,"MEAT_SPECIAL_HANDLING-5-25-C1-1,MEAT_SPECIAL_HANDLING-3-2-A1-3,MEAT_SPECIAL_HANDLING-2-1-B1-2,INSPECTION-3",1060,1060,1058,1058,0,0,2,2
IL RISOTTINO RIZ ETUVE 5KG,829904,1,MEAT_SPECIAL_HANDLING-10-21-A2-2,10,10,8,8,0,0,2,2
TAGLIATELLE MC 1KG,900865,1,MEAT_SPECIAL_HANDLING-26-14-A1-5,19,19,17,17,0,0,2,2
HEINZ MAYONNAIS PRO 5L,876605,1,"MEAT_SPECIAL_HANDLING-8-30-C1-1,MEAT_SPECIAL_HANDLING-6-22-C1-3,MEAT_SPECIAL_HANDLING-6-33-A1-1",110,110,108,108,0,0,2,2
DES CHORIZO 500G ARO,896894,1,"MEAT_SPECIAL_HANDLING-26-3-A3-6,MEAT_SPECIAL_HANDLING-25-12-A2-3",23,23,21,21,0,0,2,2
CHORIZO PP TRANCHE 2X500G,216468,1,"MEAT_SPECIAL_HANDLING-26-9-A3-3,MEAT_SPECIAL_HANDLING-26-13-A1-1,MEAT_SPECIAL_HANDLING-26-11-B1-1",35,35,33,33,0,0,2,2
MPRO FILM ALIM 300MX29CM X4,833857,1,MEAT_SPECIAL_HANDLING-5-26-A2-3,13,13,11,11,0,0,2,2
MINI BURGER FOIE GRAS X20,126819,1,DEEP_FROZEN-43-2-A2-1,9,9,7,7,0,0,2,2
SOLIGERM DEGRAISSANT BACT 5L,326194,1,MEAT_SPECIAL_HANDLING-2-2-A4-2,4,4,2,2,0,0,2,2
POIS EXTRA FINS600G ROCHAMBEAU,399507,1,DEEP_FROZEN-42-2-A2-9,5,5,3,3,0,0,2,2
SALSA MEXICAINE 2L POCOLOCO,683505,1,MEAT_SPECIAL_HANDLING-10-12-A3-5,10,10,8,8,0,0,2,2
POTATOES DIPPERS 2.5KG,167938,1,DEEP_FROZEN-40-11-A1-1,127,127,125,125,0,0,2,2
MPRO 6 MINI RAMEQUINS D6.8CM,805987,1,MEAT_SPECIAL_HANDLING-12-20-A2-1,14,14,12,12,0,0,2,2
TOM RDE MC 6K C.67+ PAL56 C1 MAMAROC,761206,1,null,2,2,0,0,0,0,2,2
P.FEUILLETEE BEURRE 2X280G MC,166509,1,"MEAT_SPECIAL_HANDLING-25-19-A2-7,MEAT_SPECIAL_HANDLING-26-9-A2-9",63,63,61,61,0,0,2,2
WYRITOL GEL MAIN DESINF 300ML,628055,1,MEAT_SPECIAL_HANDLING-2-4-A1-2,25,25,23,23,0,0,2,2
CANNELLONI BTE  250G BARILLA,677856,1,MEAT_SPECIAL_HANDLING-9-32-A1-5,21,21,19,19,0,0,2,2
3BTE HERM GN1/2 H150MM 10L,265608,1,MEAT_SPECIAL_HANDLING-12-30-A4-5,5,5,3,3,0,0,2,2
TR.CHEVRE IQF 500G 42MM/7G SOI,120399,1,"DEEP_FROZEN-42-14-A2-7,DEEP_FROZEN-41-14-A1-3,DEEP_FROZEN-42-12-B1-3",174,174,172,172,0,0,2,2
50 SAC KRAFT 36X22X41,816489,1,MEAT_SPECIAL_HANDLING-5-26-A1-4,13,13,11,11,0,0,2,2
LOTUS PH CONFORT BLC X24RLX,382802,1,"MEAT_SPECIAL_HANDLING-7-14-A1-3,MEAT_SPECIAL_HANDLING-7-14-B1-1,MEAT_SPECIAL_HANDLING-6-25-B1-1",90,90,88,88,0,0,2,2
CG VANILLE 5L METRO CHEF,218542,1,"DEEP_FROZEN-40-2-B1-3,DEEP_FROZEN-40-7-A1-2",130,130,128,128,0,0,2,2
CAROTTE POURPRE DEEP PURPLE 2K FRFRANCE,711274,1,null,2,2,0,0,0,0,2,2
GRATTOIR MANCHE10LAMES-PLANCHA,334759,1,null,2,2,0,0,0,0,2,2
METRO CHEF PALETS COUV 72%5KG,840458,1,"MEAT_SPECIAL_HANDLING-6-18-B1-2,MEAT_SPECIAL_HANDLING-7-9-A1-1",48,48,46,46,0,0,2,2
PRIEURE.SOL RGE P.LEO 75CL,886227,1,MEAT_SPECIAL_HANDLING-8-9-A4-1,55,55,53,53,0,0,2,2
POIREAU COLIS BOIS 5KG CAT1 FR FRANCE,55725,1,"MEAT_SPECIAL_HANDLING-31-11-A1-2,MEAT_SPECIAL_HANDLING-33-11-A4-7",22,22,20,20,0,0,2,2
EGRENE AU BF 20%MG 1KG UE MC,895637,1,"DEEP_FROZEN-42-8-A3-4,DEEP_FROZEN-43-15-A3-3",42,42,40,40,0,0,2,2
CAFE RIOBA ARMONISIO 7 GR BOX,896064,1,"MEAT_SPECIAL_HANDLING-9-6-A1-3,MEAT_SPECIAL_HANDLING-9-4-C1-2",108,108,106,106,0,0,2,2
PERLE FRAICHE JUS YUZU 6X260GR.NC,92771,1,FISH-51-1-A1-1,8,8,6,6,0,0,2,2
"PATE ARACHID KAHUET SEAU 2,5KG",888782,1,MEAT_SPECIAL_HANDLING-11-9-A4-4,12,12,10,10,0,0,2,2
BASILIC THAI BOT MC 30GX2,703175,1,null,1,2,0,0,0,0,1,2
FOUET GOMA 35CM,125620,1,MEAT_SPECIAL_HANDLING-12-34-A1-2,8,8,6,6,0,0,2,2
LEGUMES WOK 2.5KG METRO CHEF,144297,1,DEEP_FROZEN-42-14-A4-3,14,14,12,12,0,0,2,2
CHOCOLAT BLANC 28% SAC 10KG,156176,1,MEAT_SPECIAL_HANDLING-7-27-A2-5,9,9,7,7,0,0,2,2
PETIT POIS 5K C1 ITITALIE,84937,1,MEAT_SPECIAL_HANDLING-31-11-A1-4,3,3,1,1,0,0,2,2
GLACE ARTISANALE VANILLE 2.5L,142852,1,DEEP_FROZEN-42-8-A4-9,17,17,15,15,0,0,2,2
85 BTE BURGER PPE GM,867042,1,"MEAT_SPECIAL_HANDLING-12-9-A3-5,MEAT_SPECIAL_HANDLING-12-10-A3-5",15,15,13,13,0,0,2,2
MC CORNICHON FIN 80/119 5/1,834968,1,"MEAT_SPECIAL_HANDLING-9-16-B1-1,MEAT_SPECIAL_HANDLING-9-16-A2-3",100,100,98,98,0,0,2,2
TARTUFFADE 500G TRUF.RABASSE,859934,1,null,2,2,0,0,0,0,2,2
PING KETCHUP 5L,838249,1,MEAT_SPECIAL_HANDLING-7-29-A2-3,5,5,3,3,0,0,2,2
TUBE CO2 10KG BICOLORE VIDE,135181,1,null,2,2,0,0,0,0,2,2
MPRO 50 BTE PATIS BLANC 20X5CM,387602,1,"MEAT_SPECIAL_HANDLING-12-8-A1-2,INSPECTION-3",6,6,4,4,0,0,2,2
FLT MERLU 5/800 A/P X2 P/ANE.MERLUCCIUS MERLUCC.,14198,1,FISH-54-7-A1-2,4,4,2,2,0,0,2,2
BACON VEAU TR AGRILLE 300G HAL,849714,1,MEAT_SPECIAL_HANDLING-26-4-A3-4,26,26,24,24,0,0,2,2
QUINOA BLANC SAC 1KG SABAROT,172791,1,MEAT_SPECIAL_HANDLING-10-9-A1-5,20,20,18,18,0,0,2,2
CHEF NAT LIQ FD VOLAILLE 1L,145304,1,null,2,2,0,0,0,0,2,2
ONDOLIVA HO VE BIDON 5L,835312,1,"MEAT_SPECIAL_HANDLING-7-13-B1-1,MEAT_SPECIAL_HANDLING-7-13-A1-2,MEAT_SPECIAL_HANDLING-8-2-B1-1,MEAT_SPECIAL_HANDLING-6-27-B1-2",364,364,362,362,0,0,2,2
REBLOCHON AOP TR IQF 1KG,882063,1,"DEEP_FROZEN-42-8-A4-1,DEEP_FROZEN-43-13-A4-5",16,16,14,14,0,0,2,2
TRANCHETTE SAUMON FUME 500G,252420,1,MEAT_SPECIAL_HANDLING-26-9-A1-1,66,66,64,64,0,0,2,2
"PC RICHELIEU 2,5K ENV RUSTADOU",177196,1,"MEAT_SPECIAL_HANDLING-26-13-A1-4,MEAT_SPECIAL_HANDLING-26-9-A1-6",60.73,60.73,58.58,58.58,0,0,2.1499999999999986,2.1499999999999986
CUISSE CND A CONF IGP*2 MDD SV,678879,1,MEAT_SPECIAL_HANDLING-25-7-A3-1,6.88,6.88,4.69,4.69,0,0,2.1899999999999995,2.1899999999999995
RIS DE VEAU DE GORGE S/V,849464,1,DEEP_FROZEN-43-12-A4-5,9.21,9.21,7.02,7.02,0,0,2.1900000000000013,2.1900000000000013
TOMME GRISE 2KG ENV MC,897045,1,MEAT_SPECIAL_HANDLING-26-19-A3-4,4.59,4.59,2.38,2.38,0,0,2.21,2.21
BOEUF FUME 4 EPIC 1.7KGENV HAL,829636,1,MEAT_SPECIAL_HANDLING-22-14-A1-2,94.53,94.53,92.09,92.09,0,0,2.4399999999999977,2.4399999999999977
VENTRECHE PLATE1/2BIGOURDANE,627744,1,MEAT_SPECIAL_HANDLING-26-17-A4-4,9.39,9.39,6.53,6.53,0,0,2.8600000000000003,2.8600000000000003
SAUCE TARTARE   3L VLEMINCKX,834854,1,MEAT_SPECIAL_HANDLING-10-21-A2-4,6,6,3,3,0,0,3,3
OIGNON PREFRITS5/1 MARTIN'S,840337,1,MEAT_SPECIAL_HANDLING-10-33-A2-2,12,12,9,9,0,0,3,3
"MC  MAYO SNACK 4,7KG SEAU",816665,1,"MEAT_SPECIAL_HANDLING-8-32-C1-1,MEAT_SPECIAL_HANDLING-8-34-B1-3,MEAT_SPECIAL_HANDLING-6-17-A1-2,MEAT_SPECIAL_HANDLING-6-29-B1-2,MEAT_SPECIAL_HANDLING-6-13-A2-1",338,338,335,335,0,0,3,3
MC RIZ ROND DESSERT 5KG,804714,1,"MEAT_SPECIAL_HANDLING-7-23-A3-5,MEAT_SPECIAL_HANDLING-11-18-A4-3",13,13,10,10,0,0,3,3
CIBOULETTE CISELE 250G DAREGAL,209592,1,"DEEP_FROZEN-43-15-A2-1,DEEP_FROZEN-43-5-A3-5",18,18,15,15,0,0,3,3
Q.CREVET 13/15 EZ PEELED MC,166118,1,DEEP_FROZEN-43-7-A1-2,26,26,23,23,0,0,3,3
JB CRU 500G ARO,688639,1,MEAT_SPECIAL_HANDLING-25-10-A3-9,11,11,8,8,0,0,3,3
OEUF CABILLAUD FUME 200GX5P P/ANE.GADUS MORHUA,709611,1,FISH-51-5-A1-2,4,4,1,1,0,0,3,3
LIME 1K C.3/4 FILET4 C1 BRBRESIL,99362,1,MEAT_SPECIAL_HANDLING-31-9-A1-2,17,17,14,14,0,0,3,3
CHUTES SAUMON FUME A CUIR 500G,674095,1,"MEAT_SPECIAL_HANDLING-26-15-A4-9,MEAT_SPECIAL_HANDLING-26-9-A2-7",37,37,34,34,0,0,3,3
GRAINES DE CHIA 500G,395817,1,MEAT_SPECIAL_HANDLING-9-26-A2-1,6,6,3,3,0,0,3,3
MPRO TAB VAISS MACH ECO X150,896330,1,MEAT_SPECIAL_HANDLING-5-24-A2-1,11,11,8,8,0,0,3,3
CAROTTE MC 10K C.40+ BOX18 C1 FRFRANCE,762187,1,MEAT_SPECIAL_HANDLING-30-4-A1-3,16,16,13,13,0,0,3,3
CREME FRAI EP 6% 5L PIZZ FLORY,139721,1,MEAT_SPECIAL_HANDLING-21-11-A1-4,52,52,49,49,0,0,3,3
CITR NT VERNA MC 1.5K C.5 BOX50 C1 ESESPAGNE,762945,1,"MEAT_SPECIAL_HANDLING-32-7-A1-1,IN-1",50,50,47,47,0,0,3,3
Q CREV CRU DECO 31/40 MC 1KG,849707,1,DEEP_FROZEN-43-14-A4-6,23,23,20,20,0,0,3,3
MPRO 50 BTE PATIS BLANC 18X5CM,387594,1,MEAT_SPECIAL_HANDLING-12-11-A2-5,11,11,8,8,0,0,3,3
FARINE BLE NOIR 5KG TREBLEC,834817,1,MEAT_SPECIAL_HANDLING-6-20-A1-2,58,58,55,55,0,0,3,3
BULOT CUIT S/G PASTEURISE X3 P/ANE.BUCCINUM UNDATUM,17220,1,null,3,3,0,0,0,0,3,3
SAUCE PIZZA 5/1 AROMAT. MUTTI,834843,1,"MEAT_SPECIAL_HANDLING-8-36-A1-3,MEAT_SPECIAL_HANDLING-6-21-C1-2,MEAT_SPECIAL_HANDLING-6-20-B1-2,INSPECTION-3",248,248,245,245,0,0,3,3
SAL COEUR ROMAINE PC2 BQ8 C1 ESESPAGNE,89906,1,MEAT_SPECIAL_HANDLING-31-6-A1-2,75,75,72,72,0,0,3,3
50 BTE NUMERO 15 22X18X19,679605,1,MEAT_SPECIAL_HANDLING-12-9-A1-2,11,11,8,8,0,0,3,3
SH RD FB 140GX18 20%MG HAL CERT,882822,1,DEEP_FROZEN-42-12-A3-7,11,11,8,8,0,0,3,3
AIGUIL PLT BLC HAL 1KG S/AT,838872,1,MEAT_SPECIAL_HANDLING-26-18-A3-7,21,21,18,18,0,0,3,3
LIMONADE 30L FC,383775,1,MEAT_SPECIAL_HANDLING-1-4-A1-1,6,6,3,3,0,0,3,3
BRIOCHE TROPEZIENNE 650G 8/10,255272,1,DEEP_FROZEN-43-10-A2-4,26,26,23,23,0,0,3,3
FRAISE 500G BQ10 C1 ESESPAGNE,51350,1,null,3,3,0,0,0,0,3,3
