Article Name,Article number (MGB),Var,Subsys,Locations,MMS Stock,MMS Stock (1 piece),WMS Stock,WMS Stock (1 piece),Pick qty,Pick qty (1 piece),Difference,Difference (1 piece)
FX FILET 5/6KG VBF S/P,383413,1,188363,"MEAT_SPECIAL_HANDLING-26-2-A1-7,MEAT_SPECIAL_HANDLING-23-4-B1-1,MEAT_SPECIAL_HANDLING-25-11-A2-1",82.64,82.64,94.68,94.68,0,0,-12.040000000000006,-12.040000000000006
ORANGINA 50CL PET,396951,1,278669,"MEAT_SPECIAL_HANDLING-12-25-B1-1,MEAT_SPECIAL_HANDLING-2-30-B1-1,MEAT_SPECIAL_HANDLING-12-25-C1-2,MEAT_SPECIAL_HANDLING-1-25-C1-1,INSPECTION-3,MEAT_SPECIAL_HANDLING-3-31-A1-1,MEAT_SPECIAL_HANDLING-4-2-C1-2,MEAT_SPECIAL_HANDLING-1-31-C1-1,MEAT_SPECIAL_HANDLING-3-11-B1-2,MEAT_SPECIAL_HANDLING-3-23-A1-1,MEAT_SPECIAL_HANDLING-12-21-C1-3,MEAT_SPECIAL_HANDLING-12-25-C1-1,MEAT_SPECIAL_HANDLING-3-14-A1-2,MEAT_SPECIAL_HANDLING-4-14-B1-1",1236,14832,1237,14844,0,0,-1,-12
CHARITEA THE VERT BIO* 33CL VP,868175,1,277376,MEAT_SPECIAL_HANDLING-5-23-A1-5,8,96,9,108,0,0,-1,-12
EVIAN 1L PET,396775,1,203200,"MEAT_SPECIAL_HANDLING-4-6-A2-6,MEAT_SPECIAL_HANDLING-4-6-A1-5,MEAT_SPECIAL_HANDLING-4-6-B1-3",38,228,40,240,0,0,-2,-12
PERONI NASTRO AZZURRO 5D 33CL,883740,1,294659,"MEAT_SPECIAL_HANDLING-4-9-B1-2,MEAT_SPECIAL_HANDLING-4-9-A3-1",10,120,11,132,0,0,-1,-12
ROCAMADOUR AOP LC 35G MDF,829690,1,236205,MEAT_SPECIAL_HANDLING-26-19-A3-5,2,24,3,36,0,0,-1,-12
LIPTON ICE TEA PECHE 50CL,396836,1,205291,MEAT_SPECIAL_HANDLING-4-18-A1-2,48,576,49,588,0,0,-1,-12
CH VIGNOL RSE BD*75CL AOP,807365,1,215833,"MEAT_SPECIAL_HANDLING-8-24-A4-2,MEAT_SPECIAL_HANDLING-8-3-A4-2",2,12,4,24,0,0,-2,-12
FROM TARTINER NATURE 1KG MC,675282,1,24978,MEAT_SPECIAL_HANDLING-20-13-A1-2,29,29,41,41,0,0,-12,-12
ORATOIRE CHAS.SPL MOUL 75CL,891411,1,302566,MEAT_SPECIAL_HANDLING-8-35-A2-5,0,0,2,12,0,0,-2,-12
RICARD 45D 1L,387899,1,192905,"MEAT_SPECIAL_HANDLING-9-27-A2-3,INSPECTION-1,MEAT_SPECIAL_HANDLING-8-35-A2-4,MEAT_SPECIAL_HANDLING-9-17-A1-2,MEAT_SPECIAL_HANDLING-9-33-A3-5",119,119,131,131,0,0,-12,-12
BURGER BRIOCHE 6X77G MC,900800,1,300224,"IN-8,MEAT_SPECIAL_HANDLING-20-6-B1-2,MEAT_SPECIAL_HANDLING-22-18-A1-4,MEAT_SPECIAL_HANDLING-24-21-A1-2",301,301,313,313,0,0,-12,-12
HOVE ILIADA PDO KALAMATA 1L,223885,1,23887,MEAT_SPECIAL_HANDLING-10-11-A4-5,12,12,24,24,0,0,-12,-12
ITA BLC BORGOBRUNO 75CL,836608,1,243277,"MEAT_SPECIAL_HANDLING-8-21-A2-2,MEAT_SPECIAL_HANDLING-8-18-A2-4",12,72,14,84,0,0,-2,-12
CHEDDAR FONDU 84 TR 1.033KG MC,829925,1,236384,"MEAT_SPECIAL_HANDLING-21-1-B1-2,MEAT_SPECIAL_HANDLING-25-14-A1-3,MEAT_SPECIAL_HANDLING-23-8-B1-1",1400,1400,1412,1412,0,0,-12,-12
MONSTER MANGO LOCO BOITE 50CL,839025,1,246144,"MEAT_SPECIAL_HANDLING-5-31-A4-3,MEAT_SPECIAL_HANDLING-4-7-A4-4",19,228,20,240,0,0,-1,-12
MC ARTICH QUART BOCAL 1700ML,860535,1,268303,MEAT_SPECIAL_HANDLING-11-12-A3-1,29,29,41,41,0,0,-12,-12
ST CHINIAN BLC MIL EXCEL STL75,807225,1,212988,MEAT_SPECIAL_HANDLING-9-23-A3-4,0,0,2,12,0,0,-2,-12
ROCHAMBEAU ANANAS MORC.3/4,807420,1,213116,MEAT_SPECIAL_HANDLING-6-9-A4-1,16,96,18,108,0,0,-2,-12
ARO SEL FIN SAC 1KG,835217,1,242235,"MEAT_SPECIAL_HANDLING-9-12-C1-1,MEAT_SPECIAL_HANDLING-11-23-A4-1",52,624,53,636,0,0,-1,-12
COLONA MAYO SQ GM 830G,839890,1,247317,"MEAT_SPECIAL_HANDLING-7-29-A1-1,MEAT_SPECIAL_HANDLING-7-27-A3-2",49,49,61,61,0,0,-12,-12
RIOBA NECTAR POIRE 25CL VP,894322,1,306284,MEAT_SPECIAL_HANDLING-2-20-A1-2,3,36,4,48,0,0,-1,-12
ROCH POIS CHICHE 4/4,835338,1,241500,"MEAT_SPECIAL_HANDLING-11-23-B1-2,MEAT_SPECIAL_HANDLING-11-23-A3-2",16,96,18,108,0,0,-2,-12
FANTA ORANGE PET 50CL,396685,1,203150,"MEAT_SPECIAL_HANDLING-3-16-A1-3,MEAT_SPECIAL_HANDLING-4-24-A1-1,MEAT_SPECIAL_HANDLING-3-16-B1-2",99,1188,100,1200,0,0,-1,-12
50 BOL SALADE CARTON NR 750ML,867024,1,275927,"MEAT_SPECIAL_HANDLING-12-7-C1-3,MEAT_SPECIAL_HANDLING-12-9-A1-1",13,13,25,25,0,0,-12,-12
IGP OC RGE BRUME SALINE 75CL,866287,1,275345,MEAT_SPECIAL_HANDLING-9-35-A1-1,0,0,2,12,0,0,-2,-12
ALLUMEUR ELECT RECHARG FLEX,896786,1,309177,"MEAT_SPECIAL_HANDLING-4-23-B1-1,MEAT_SPECIAL_HANDLING-5-18-A1-1",12,12,24,24,0,0,-12,-12
MPRO 50 BOL SALADE KRAFT 750ML,895588,1,307632,"MEAT_SPECIAL_HANDLING-12-14-B1-3,MEAT_SPECIAL_HANDLING-12-9-B1-1,MEAT_SPECIAL_HANDLING-12-14-A2-2",32,32,44,44,0,0,-12,-12
SAUCE CARAMEL   1KG SWEETIES,682347,1,100177,MEAT_SPECIAL_HANDLING-8-4-A2-5,22,22,34,34,0,0,-12,-12
LIQ APERITIVO MB 15D 70CL,894708,1,306765,"MEAT_SPECIAL_HANDLING-9-17-A4-3,MEAT_SPECIAL_HANDLING-9-35-A1-5",12,12,24,24,0,0,-12,-12
RIOBA PUR JUS MULTI TO 25CL,805904,1,211726,IN-1,0,0,1,12,0,0,-1,-12
"ROCHAMBEAU LIMONADE PET 1,5L",396779,1,203204,"MEAT_SPECIAL_HANDLING-3-26-B1-1,MEAT_SPECIAL_HANDLING-4-16-C1-3,MEAT_SPECIAL_HANDLING-4-12-C1-2",92,552,94,564,0,0,-2,-12
METRO CHEF TOPPING CARAMEL 1KG,176473,1,179470,MEAT_SPECIAL_HANDLING-10-26-A1-3,22,22,34,34,0,0,-12,-12
50 BTE SALADE CARTON NR 1300ML,867048,1,275951,"MEAT_SPECIAL_HANDLING-12-10-B1-3,MEAT_SPECIAL_HANDLING-12-14-A4-5,MEAT_SPECIAL_HANDLING-12-14-C1-3,MEAT_SPECIAL_HANDLING-12-14-B1-2",38,38,50,50,0,0,-12,-12
BARDE PORC 2/3 KG S/AT UE,166789,1,null,null,-11.19,-11.19,0,0,0,0,-11.19,-11.19
HARICOT MUNGO BIO*SOJA 1KG FR,853848,1,261101,MEAT_SPECIAL_HANDLING-26-20-A3-4,37,37,48,48,0,0,-11,-11
MINI CARAMBAR FRUITS 1KG,258058,1,61060,MEAT_SPECIAL_HANDLING-10-33-A3-5,23,23,34,34,0,0,-11,-11
ARO OREIL. PECHE SIROP LG 5/1,177737,1,180965,"MEAT_SPECIAL_HANDLING-10-9-A4-1,MEAT_SPECIAL_HANDLING-11-13-C1-2,MEAT_SPECIAL_HANDLING-11-13-A1-2,MEAT_SPECIAL_HANDLING-9-10-A4-5",22,22,33,33,0,0,-11,-11
COMTE AOP 12M 800GENV MDF,674267,1,13802,"MEAT_SPECIAL_HANDLING-26-13-A2-3,MEAT_SPECIAL_HANDLING-26-1-A1-6",40.84,40.84,51.56,51.56,0,0,-10.719999999999999,-10.719999999999999
RH STJAMES IMPER BLC 40D 70CL,387267,1,193329,"MEAT_SPECIAL_HANDLING-9-29-A3-3,MEAT_SPECIAL_HANDLING-8-13-A3-1",109,109,119,119,0,0,-10,-10
GLACE ARTISANALE FRAISE 2.5L,142857,1,143504,"DEEP_FROZEN-43-3-A2-5,DEEP_FROZEN-43-15-A1-4",2,2,12,12,0,0,-10,-10
MPRO 500 BROCH BAMB GOLF 9 CM,893718,1,305627,"MEAT_SPECIAL_HANDLING-5-28-A1-5,MEAT_SPECIAL_HANDLING-5-33-A1-1",101,101,111,111,0,0,-10,-10
MPRO 500 PAILLE BLANC D6 20CM,888243,1,299124,"MEAT_SPECIAL_HANDLING-6-1-C1-2,MEAT_SPECIAL_HANDLING-8-26-A4-1,MEAT_SPECIAL_HANDLING-4-23-C1-2",160,160,170,170,0,0,-10,-10
THE VERT PUR 50SC TWININGS,394325,1,199943,MEAT_SPECIAL_HANDLING-10-9-A2-3,0,0,10,10,0,0,-10,-10
GLACE ARTISANALE MANGUE 2.5L,142871,1,143517,DEEP_FROZEN-43-4-A1-7,6,6,16,16,0,0,-10,-10
SMARTIES 500G,888274,1,299163,MEAT_SPECIAL_HANDLING-10-20-A1-4,46,46,56,56,0,0,-10,-10
50 POT A SOUPE KRAFT 48CL,866070,1,275095,"MEAT_SPECIAL_HANDLING-12-13-A1-4,MEAT_SPECIAL_HANDLING-12-13-A1-3",20,20,30,30,0,0,-10,-10
50 POT A SOUPE KRAFT 36CL,866153,1,275189,"MEAT_SPECIAL_HANDLING-12-13-A1-2,MEAT_SPECIAL_HANDLING-12-11-A1-4",17,17,27,27,0,0,-10,-10
"MOZZA FIOR LATE 2,5KG CANTADOR",893025,1,304884,MEAT_SPECIAL_HANDLING-23-12-A1-2,26,26,36,36,0,0,-10,-10
NOIX ST JAC SC FR 15/25 1KG,891805,1,303498,DEEP_FROZEN-43-7-A2-1,10,10,20,20,0,0,-10,-10
CARRE VX DVTB MANCH SV EAF MC,820287,1,227082,CROSS_DOCKING-MEAT_SPECIAL_HANDLING-1,0,0,9.96,9.96,0,0,-9.96,-9.96
PALERON VBF S/P,383531,1,188479,"MEAT_SPECIAL_HANDLING-26-16-B1-2,MEAT_SPECIAL_HANDLING-22-10-A1-3",44.52,44.52,54.46,54.46,0,0,-9.939999999999998,-9.939999999999998
METRO CHEF BOUDOIRS 1.6KG,679360,1,68512,"MEAT_SPECIAL_HANDLING-8-4-A2-3,MEAT_SPECIAL_HANDLING-8-4-B1-2",13,13,22,22,0,0,-9,-9
1000 SACHET FRITE KRAFT 12X12,856378,1,263732,"MEAT_SPECIAL_HANDLING-6-6-B1-1,MEAT_SPECIAL_HANDLING-6-14-A2-5",20,20,28,28,0,0,-8,-8
1/2 POIVRON DELPIQUILLO GUREA,233672,1,36674,"MEAT_SPECIAL_HANDLING-9-12-B1-3,MEAT_SPECIAL_HANDLING-10-31-A4-1",288,288,296,296,0,0,-8,-8
EMMENTAL FR RAPE 1KG RIPPOZ,844393,1,252068,MEAT_SPECIAL_HANDLING-20-1-A1-2,117,117,125,125,0,0,-8,-8
HARIB MAXI     TAGADA TUBO210,325703,1,1719,"MEAT_SPECIAL_HANDLING-9-4-A1-1,MEAT_SPECIAL_HANDLING-11-27-A2-2",15,15,23,23,0,0,-8,-8
AIL PELE 1 KG (12) METRO CHEF,895070,1,307186,"MEAT_SPECIAL_HANDLING-23-11-A1-2,MEAT_SPECIAL_HANDLING-26-17-A3-4",49,49,57,57,0,0,-8,-8
1/2 POITRINE VX S/O SV EAF MC,216535,1,null,null,-7.85,-7.85,0,0,0,0,-7.85,-7.85
JB CUIT SUP DD ENT 8KG ENV MC,829654,1,235105,"MEAT_SPECIAL_HANDLING-26-17-A1-3,MEAT_SPECIAL_HANDLING-23-13-A1-2",82.91,82.91,90.56,90.56,0,0,-7.650000000000006,-7.650000000000006
HEINZ DOS MAYONNAISE 10MLX200,163051,1,164084,"MEAT_SPECIAL_HANDLING-11-25-B1-2,MEAT_SPECIAL_HANDLING-11-3-B1-1,MEAT_SPECIAL_HANDLING-11-3-A3-2",27,27,34,34,0,0,-7,-7
FILET PLT BLC HAL 5KG UE SAT,636903,1,null,null,-7,-7,0,0,0,0,-7,-7
CAMEMBERT 250GX3 CDL,254032,1,57034,MEAT_SPECIAL_HANDLING-25-12-A2-6,7,7,14,14,0,0,-7,-7
MASCARPONE 2KG STERILGARDA,152952,1,154176,MEAT_SPECIAL_HANDLING-26-14-A1-4,19,19,26,26,0,0,-7,-7
PORTO ROUGE TAWNY 19D 75CL,318767,1,41487,MEAT_SPECIAL_HANDLING-9-13-A4-2,37,37,44,44,0,0,-7,-7
ROTI ECHINE SOS PORC IGPSO SV,154790,1,null,null,-6.95,-6.95,0,0,0,0,-6.95,-6.95
NOIX JOUE BOEUF S/V UE,218431,1,null,null,-6.58,-6.58,0,0,0,0,-6.58,-6.58
OS A MOELLE A GRATINER X3,144937,1,145405,"DEEP_FROZEN-43-7-A2-9,DEEP_FROZEN-43-14-A3-3",21.48,21.48,27.49,27.49,0,0,-6.009999999999998,-6.009999999999998
RIOBA NECTAR ABRICOT VP 1L,853911,1,261161,MEAT_SPECIAL_HANDLING-5-25-A1-4,3,18,4,24,0,0,-1,-6
PAIN MUESLI LALOS 280GX26,891552,1,303143,DEEP_FROZEN-43-6-A2-6,-5,-5,1,1,0,0,-6,-6
MC SAUCE CURRY TUBE 870G,825534,1,232124,MEAT_SPECIAL_HANDLING-9-36-A2-1,12,12,18,18,0,0,-6,-6
LANGOUSTINE 20/30 COTE EST EC X3 P/ANE.NEPHROPS NORVEGICUS,706765,1,null,null,-6,-6,0,0,0,0,-6,-6
CABRETTE 750G RIANS,856195,1,263486,MEAT_SPECIAL_HANDLING-26-15-A2-8,2,2,8,8,0,0,-6,-6
BUCHETTE CHEVRE 180G MC,892770,1,304610,"MEAT_SPECIAL_HANDLING-20-17-A1-3,MEAT_SPECIAL_HANDLING-23-17-B1-1",136,816,137,822,0,0,-1,-6
FANTA ORANGE 1.25L PET,887411,1,298454,MEAT_SPECIAL_HANDLING-3-25-A1-2,28,168,29,174,0,0,-1,-6
JUS CITRON 5L VERT SIRACUSE,394444,1,200236,MEAT_SPECIAL_HANDLING-6-5-A1-1,2,2,8,8,0,0,-6,-6
SIROP RIOBA PASSION 1L,323048,1,60873,MEAT_SPECIAL_HANDLING-4-3-A3-2,23,23,29,29,0,0,-6,-6
CTX LAYON MIL BIO*TOMAZ 75CL,837425,1,244208,MEAT_SPECIAL_HANDLING-8-33-A4-1,0,0,1,6,0,0,-1,-6
PALOURDE JAP M B.QUIBERON X3 EL/FR.RUDITAPES PHILIPIN.,92718,1,92718,CROSS_DOCKING-MEAT_SPECIAL_HANDLING-1,-1,-3,1,3,0,0,-2,-6
SURFIZZ FRUITS GAINE 2KG,383391,1,188340,MEAT_SPECIAL_HANDLING-11-11-A2-5,7,7,13,13,0,0,-6,-6
ARO CONCENTRE TOMA 4/4,835168,1,242186,MEAT_SPECIAL_HANDLING-12-6-A4-3,8,48,9,54,0,0,-1,-6
MENETOU BLC MIL 75CL ERMIT,633480,1,232517,MEAT_SPECIAL_HANDLING-8-33-A3-4,0,0,1,6,0,0,-1,-6
PORTO ROUGE DON PABLO 19D 75CL,810219,1,299428,MEAT_SPECIAL_HANDLING-8-19-A2-5,0,0,1,6,0,0,-1,-6
SMIRNOFF ICE 4D 70CL,387160,1,193214,MEAT_SPECIAL_HANDLING-8-22-A3-1,0,0,1,6,0,0,-1,-6
CACAHUETE GAS SEAU 3KG MC,176889,1,179898,"MEAT_SPECIAL_HANDLING-10-6-A2-5,MEAT_SPECIAL_HANDLING-10-6-B1-2",16,16,22,22,0,0,-6,-6
MONTAGNY 1C MONT BUXY 75CL,810498,1,216739,MEAT_SPECIAL_HANDLING-9-29-A2-5,0,0,1,6,0,0,-1,-6
OEUF LIQ ENTIER BD 2KG MC,837997,1,244850,"MEAT_SPECIAL_HANDLING-22-4-A1-2,MEAT_SPECIAL_HANDLING-21-10-B1-1",104,104,110,110,0,0,-6,-6
HOUMOUS 500G  METRO CHEF,653336,1,90375,MEAT_SPECIAL_HANDLING-26-13-A2-5,33,33,39,39,0,0,-6,-6
BOUTEILLE OPTIMA ACQUA 0.75L,387042,1,194755,MEAT_SPECIAL_HANDLING-12-34-A3-2,0,0,1,6,0,0,-1,-6
ST MICHEL GALETTE CHOCO X 200,648207,1,18850,MEAT_SPECIAL_HANDLING-10-17-A4-2,4,4,10,10,0,0,-6,-6
PROSECCO PERLINO EXT DRY 75CL,832569,1,238883,"MEAT_SPECIAL_HANDLING-8-33-A1-3,MEAT_SPECIAL_HANDLING-8-27-B1-2,MEAT_SPECIAL_HANDLING-8-31-A3-5",19,114,20,120,0,0,-1,-6
CREME UHT 12% MG 1L INNOVA,887506,1,null,null,-1,-6,0,0,0,0,-1,-6
SIROP RIOBA FRAISE 1L VP,888889,1,299887,MEAT_SPECIAL_HANDLING-1-18-A1-3,47,47,53,53,0,0,-6,-6
MOUSSE CHOCOLAT PEPITE 920G MC,823812,1,230289,MEAT_SPECIAL_HANDLING-10-20-A4-3,6,6,12,12,0,0,-6,-6
ROCH. COEUR PALM.1/2,835222,1,242240,"MEAT_SPECIAL_HANDLING-10-35-A1-1,MEAT_SPECIAL_HANDLING-11-6-A3-4",7,42,8,48,0,0,-1,-6
VUE BLANC 100CL 11D,855483,1,262845,MEAT_SPECIAL_HANDLING-8-25-A3-1,3,18,4,24,0,0,-1,-6
*SUCRE CRISTAL N2 BS SAC 25KG,840759,1,247776,MEAT_SPECIAL_HANDLING-8-36-A1-2,16,16,22,22,0,0,-6,-6
ROCH POIS XF 4/4,835004,1,242022,"MEAT_SPECIAL_HANDLING-10-31-B1-3,MEAT_SPECIAL_HANDLING-10-34-A3-2",19,114,20,120,0,0,-1,-6
MPRO 50 BOL SALADE KRAFT 500ML,895594,1,307634,"MEAT_SPECIAL_HANDLING-12-8-A4-1,MEAT_SPECIAL_HANDLING-12-8-C1-1",19,19,25,25,0,0,-6,-6
CREME UHT 35% 1L MC BK AP,839276,1,246736,"MEAT_SPECIAL_HANDLING-24-17-B1-1,MEAT_SPECIAL_HANDLING-23-4-A1-3,MEAT_SPECIAL_HANDLING-22-18-A1-2",309,1854,310,1860,0,0,-1,-6
MOSCATO ASTI CASARITO BLC 75CL,392719,1,246566,MEAT_SPECIAL_HANDLING-9-11-A2-1,0,0,1,6,0,0,-1,-6
ARIZONA THE VERT/GREN 50CL PET,839354,1,246805,MEAT_SPECIAL_HANDLING-4-4-A3-5,6,36,7,42,0,0,-1,-6
IGP OC RSE PUECH ARGALI 75CL,836616,1,243291,MEAT_SPECIAL_HANDLING-8-25-A2-3,0,0,1,6,0,0,-1,-6
CHARDONNAY IGP LOIR 75CL,815225,1,222334,MEAT_SPECIAL_HANDLING-8-22-A1-5,6,36,7,42,0,0,-1,-6
CTX VAR RSE AOC REFLET 75C MIL,394969,1,255047,MEAT_SPECIAL_HANDLING-8-19-A3-2,0,0,1,6,0,0,-1,-6
C.ROTIE BR/BL GUIGAL 75CL MIL,326104,1,298084,MEAT_SPECIAL_HANDLING-8-33-A3-1,0,0,1,6,0,0,-1,-6
RIOBA PJ ANANAS PET 1L,871538,1,280386,"MEAT_SPECIAL_HANDLING-3-18-C1-2,MEAT_SPECIAL_HANDLING-4-4-A3-2",29,174,30,180,0,0,-1,-6
RIOBA NECTAR CRANBERRY VP 1L,396302,1,202649,MEAT_SPECIAL_HANDLING-2-17-A1-2,13,78,14,84,0,0,-1,-6
ROCH HARICOTS RGES 4/4,835398,1,241560,MEAT_SPECIAL_HANDLING-9-28-A1-1,4,24,5,30,0,0,-1,-6
COGNAC VS DELAITRE 40D 70CL,215072,1,15074,MEAT_SPECIAL_HANDLING-9-15-A1-2,18,18,24,24,0,0,-6,-6
CH BESSERAT G. TRAD  75CL,808336,1,214110,MEAT_SPECIAL_HANDLING-9-3-A4-5,0,0,1,6,0,0,-1,-6
LIMONCEL CELLINI 30D 70CL,387520,1,192557,MEAT_SPECIAL_HANDLING-8-9-A1-5,-1,-1,5,5,0,0,-6,-6
ROCH FLAGEOLET EF BTE 4/4,835212,1,242230,MEAT_SPECIAL_HANDLING-11-2-A2-4,0,0,1,6,0,0,-1,-6
VODKA ABSOLUT BLUE 40D 70CL,387288,1,193369,"MEAT_SPECIAL_HANDLING-9-17-C1-2,MEAT_SPECIAL_HANDLING-8-5-A2-1",116,116,122,122,0,0,-6,-6
EARL GREY BIO* 25SC KUSMI,813710,1,220157,MEAT_SPECIAL_HANDLING-12-5-A2-5,10,10,16,16,0,0,-6,-6
LARDONS FUMES ETUVE 1KG S/AT,167380,1,169257,"MEAT_SPECIAL_HANDLING-26-12-B1-4,MEAT_SPECIAL_HANDLING-20-1-A1-3",125,125,131,131,0,0,-6,-6
BERGERA BLC MIL MONDESIR 75C,814793,1,221920,MEAT_SPECIAL_HANDLING-9-29-A2-2,12,72,13,78,0,0,-1,-6
CAFE GRAIN DE COLOMBIE 1KG,869367,1,278638,MEAT_SPECIAL_HANDLING-11-25-A1-4,0,0,6,6,0,0,-6,-6
METRO CHEF TOPPING CHOCOLAT1KG,176478,1,179475,MEAT_SPECIAL_HANDLING-11-19-A4-3,6,6,11,11,0,0,-5,-5
MPRO 100SAC (L) CONS 30X40,834215,1,240684,"MEAT_SPECIAL_HANDLING-12-17-A1-2,MEAT_SPECIAL_HANDLING-12-18-B1-2",114,114,119,119,0,0,-5,-5
NOIX DE CAJOU 1KG METRO CHEF,649762,1,49688,MEAT_SPECIAL_HANDLING-9-26-A2-5,40,40,45,45,0,0,-5,-5
CHEVRE BUCHE 450G SOIGN,239899,1,42901,"MEAT_SPECIAL_HANDLING-20-19-B1-1,MEAT_SPECIAL_HANDLING-26-11-A3-2",15,15,20,20,0,0,-5,-5
FRAISE 1KG METRO CHEF,244287,1,47289,DEEP_FROZEN-40-2-A1-1,23,23,28,28,0,0,-5,-5
CREVETTES TORPEDO MC 1KG,855905,1,263221,"DEEP_FROZEN-43-15-A2-4,DEEP_FROZEN-43-12-A4-4,DEEP_FROZEN-43-12-A1-3,DEEP_FROZEN-43-7-A1-4",47,47,52,52,0,0,-5,-5
ANETH  BOTTE  MC  30G X 5,31200,1,31200,MEAT_SPECIAL_HANDLING-33-12-A3-5,8,40,9,45,0,0,-1,-5
ROMARIN BOTTE MC 30GR X5,703801,1,703801,MEAT_SPECIAL_HANDLING-33-12-A2-1,3,15,4,20,0,0,-1,-5
YAOURT GREC 5KG KOLIOS,180843,1,184293,MEAT_SPECIAL_HANDLING-26-21-A1-2,13,13,18,18,0,0,-5,-5
CREVETTE TROP 40/60 900G MC,205334,1,5336,MEAT_SPECIAL_HANDLING-25-11-A3-5,24,24,29,29,0,0,-5,-5
FRUIT PASSION 2K COLIS COCOLOMBIE,93652,1,93652,MEAT_SPECIAL_HANDLING-32-9-A1-3,-1,-1,4,4,0,0,-5,-5
"MOZZA RAPE SAC 2,5KG ARO",340259,1,278485,"MEAT_SPECIAL_HANDLING-20-19-B1-2,MEAT_SPECIAL_HANDLING-23-13-A1-3",40,40,45,45,0,0,-5,-5
VINAIGRE VIN 6PC 75 CL,835084,1,290646,"MEAT_SPECIAL_HANDLING-10-32-B1-2,MEAT_SPECIAL_HANDLING-9-8-A2-5",402,402,407,407,0,0,-5,-5
50 SAC PAP POI KRAFT 25X17X25,394311,1,199932,"MEAT_SPECIAL_HANDLING-6-24-A1-2,MEAT_SPECIAL_HANDLING-6-23-C1-2",68,68,73,73,0,0,-5,-5
CAFE GRAIN IATLIEN 1KG,869369,1,278640,MEAT_SPECIAL_HANDLING-11-23-A1-4,12,12,17,17,0,0,-5,-5
MPRO DECAP FOUR 5L,685415,1,7533,MEAT_SPECIAL_HANDLING-5-14-A1-1,11,11,16,16,0,0,-5,-5
GNOCCHI FARCIS TRUFFE 1KG,900852,1,300276,MEAT_SPECIAL_HANDLING-26-5-A2-9,0,0,5,5,0,0,-5,-5
MC MOUT.ANCIENNE  SEAU 1KG,834938,1,241956,MEAT_SPECIAL_HANDLING-10-24-A3-5,3,3,8,8,0,0,-5,-5
BAR 3/400 2X2KG S/G EL/GR.DICENTRARCHUS LABR.,707181,1,null,null,-4.99,-4.99,0,0,0,0,-4.99,-4.99
"1/2 JB SPECK 2,5KG ENV 3M",157070,1,158104,MEAT_SPECIAL_HANDLING-24-16-A1-6,13.36,13.36,18.29,18.29,0,0,-4.93,-4.93
SAUMON FUME NORV 0.9/1.2KG MC,829653,1,236170,"MEAT_SPECIAL_HANDLING-23-21-B1-1,MEAT_SPECIAL_HANDLING-26-12-A1-7,MEAT_SPECIAL_HANDLING-26-12-A3-5",175.96,175.96,180.89,180.89,0,0,-4.929999999999978,-4.929999999999978
COEUR RTK CHARO PAD ECLATE MC,210447,1,10449,"MEAT_SPECIAL_HANDLING-26-2-A1-4,MEAT_SPECIAL_HANDLING-25-10-A1-6",40.14,40.14,45.01,45.01,0,0,-4.869999999999997,-4.869999999999997
BASSE COTE 4F VBF S/P,383541,1,188488,MEAT_SPECIAL_HANDLING-24-6-A1-1,104.89,104.89,109.6,109.6,0,0,-4.709999999999994,-4.709999999999994
COEUR TT 5KG+ VBF PAD,383420,1,188369,MEAT_SPECIAL_HANDLING-26-22-A1-1,56.24,56.24,60.81,60.81,0,0,-4.57,-4.57
COEUR CND 1.5 KG ENV IGP MC,897010,1,309394,MEAT_SPECIAL_HANDLING-25-9-A3-2,12.72,12.72,17.24,17.24,0,0,-4.519999999999998,-4.519999999999998
CARRE 13 COTE AGN S/V NZ,236407,1,39409,MEAT_SPECIAL_HANDLING-22-21-A1-1,57.81,57.81,62.22,62.22,0,0,-4.409999999999997,-4.409999999999997
AIGUIL PLT J STD 2KENV SAT FR,172261,1,175213,MEAT_SPECIAL_HANDLING-26-12-A2-6,2.03,2.03,6.17,6.17,0,0,-4.140000000000001,-4.140000000000001
ARO NETT MU CITRON 5L,388048,1,193015,MEAT_SPECIAL_HANDLING-5-7-A1-1,43,43,47,47,0,0,-4,-4
RILLETTES MANS 1KG RUSTADOU,177179,1,180390,MEAT_SPECIAL_HANDLING-26-15-A1-9,5,5,9,9,0,0,-4,-4
PDT QUARTIER CHAMPS 2.5KG LUNOR PC FRFRANCE,762308,1,762308,MEAT_SPECIAL_HANDLING-26-2-A3-3,0,0,4,4,0,0,-4,-4
MPRO LIQ VAISS MAIN CIT 1L,832969,1,239299,MEAT_SPECIAL_HANDLING-8-26-A3-3,21,21,25,25,0,0,-4,-4
MOCHIRI FLEUR CERISIER X24,895667,1,307707,"DEEP_FROZEN-43-10-A4-5,IN-1",14,14,18,18,0,0,-4,-4
PIEMONTAISE JAMBON 1.5KG MC,647647,1,13768,"MEAT_SPECIAL_HANDLING-21-10-A1-1,MEAT_SPECIAL_HANDLING-26-17-A2-3",20,20,24,24,0,0,-4,-4
MPRO TAMPON EPONGE ROUGE X10,663413,1,58252,MEAT_SPECIAL_HANDLING-4-31-A1-1,48,48,52,52,0,0,-4,-4
MC SAUCE SOJA JAPONAISE 4.5L,182346,1,185419,MEAT_SPECIAL_HANDLING-6-7-A3-1,10,10,14,14,0,0,-4,-4
